Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]	Phosphate Phosphorus (PO4-P) [umol/l]	QV:ODV:Phosphate Phosphorus (PO4-P) [umol/l]	Total Phosphorus (P) [umol/l]	QV:ODV:Total Phosphorus (P) [umol/l]	Silicate Silicon (SiO4-Si) [umol/l]	QV:ODV:Silicate Silicon (SiO4-Si) [umol/l]	Nitrate Nitrogen (NO3-N) [umol/l]	QV:ODV:Nitrate Nitrogen (NO3-N) [umol/l]	Ammonium Nitrogen (NH4-N) [umol/l]	QV:ODV:Ammonium Nitrogen (NH4-N) [umol/l]	Total Nitrogen (N) [umol/l]	QV:ODV:Total Nitrogen (N) [umol/l]	Hydrogen Sulphide (H2S-S) [umol/l]	QV:ODV:Hydrogen Sulphide (H2S-S) [umol/l]	Hydrogen Ion Concentration (pH) [pH]	QV:ODV:Hydrogen Ion Concentration (pH) [pH]	Alkalinity [mEq/l]	QV:ODV:Alkalinity [mEq/l]	Chlorophyll a [ug/l]	QV:ODV:Chlorophyll a [ug/l]
26vi	1220	*	2013	7	23	13	7	9.0167	56.8783	8	0	4.9	0	7.79	0		1	18.770	0	28.040	0	4.45	0		1		1		1		1		1		1		1		1		1		1
26vi	1264	*	2013	7	29	16	1	9.0167	56.8783	8	0	4.5	0	0.84	0		1	22.800	0	26.530	0	5.95	0		1		1		1		1		1		1		1		1		1		1
26vi	1264	*	2013	7	29	16	1	9.0167	56.8783	8	0	4.5	0	5.2	0		1	21.670	0	26.740	0	5.87	0		1		1		1		1		1		1		1		1		1		1
26vi	1264	*	2013	7	29	16	1	9.0167	56.8783	8	0	4.5	0	8.03	0		1	19.670	0	28.440	0	1.65	0		1		1		1		1		1		1		1		1		1		1
26vi	1350	*	2013	8	6	16	17	9.0167	56.8783	8	0	2.1	0	0.82	0		1	21.090	0	26.820	0	5.84	0		1		1		1		1		1		1		1		1		1		1
26vi	1350	*	2013	8	6	16	17	9.0167	56.8783	8	0	2.1	0	5.22	0		1	21.090	0	26.980	0	5.83	0		1		1		1		1		1		1		1		1		1		1
26vi	1350	*	2013	8	6	16	17	9.0167	56.8783	8	0	2.1	0	8.2	0		1	21.000	0	27.860	0	3.62	0		1		1		1		1		1		1		1		1		1		1
26vi	1401	*	2013	8	12	11	27	9.0167	56.8783	8	0	3.2	0	0.8	0		1	19.400	0	27.100	0	5.47	0		1		1		1		1		1		1		1		1		1		1
26vi	1401	*	2013	8	12	11	27	9.0167	56.8783	8	0	3.2	0	5.02	0		1	19.390	0	27.150	0	5.43	0		1		1		1		1		1		1		1		1		1		1
26vi	1401	*	2013	8	12	11	27	9.0167	56.8783	8	0	3.2	0	8.19	0		1	19.440	0	29.000	0	4.28	0		1		1		1		1		1		1		1		1		1		1
26vi	1545	*	2013	8	21	7	58	9.0167	56.8783	8	0	3.6	0	0.75	0		1	17.830	0	27.560	0	5.55	0		1		1		1		1		1		1		1		1		1		1
26vi	1545	*	2013	8	21	7	58	9.0167	56.8783	8	0	3.6	0	5.19	0		1	17.840	0	27.850	0	5.50	0		1		1		1		1		1		1		1		1		1		1
26vi	1545	*	2013	8	21	7	58	9.0167	56.8783	8	0	3.6	0	8.01	0		1	18.030	0	30.950	0	2.09	0		1		1		1		1		1		1		1		1		1		1
26vi	1591	*	2013	8	27	7	41	9.0167	56.8783	8	0	3.0	0	0.79	0		1	18.250	0	26.190	0	6.08	0		1		1		1		1		1		1		1		1		1		1
26vi	1591	*	2013	8	27	7	41	9.0167	56.8783	8	0	3.0	0	5	0		1	18.690	0	27.620	0	5.21	0		1		1		1		1		1		1		1		1		1		1
26vi	1591	*	2013	8	27	7	41	9.0167	56.8783	8	0	3.0	0	7.68	0		1	18.060	0	30.350	0	0.46	0		1		1		1		1		1		1		1		1		1		1
26vi	2395	*	2013	10	23	13	55	9.0167	56.8783	8	0	4.0	0	0.82	0		1	10.780	0	27.450	0	6.52	0		1		1		1		1		1		1		1		1		1		1
26vi	2395	*	2013	10	23	13	55	9.0167	56.8783	8	0	4.0	0	5	0		1	10.760	0	27.470	0	6.57	0		1		1		1		1		1		1		1		1		1		1
26vi	2395	*	2013	10	23	13	55	9.0167	56.8783	8	0	4.0	0	8	0		1	10.660	0	27.660	0	5.87	0		1		1		1		1		1		1		1		1		1		1
26vi	2424	*	2013	10	31	9	43	9.0167	56.8783	9	0	4.7	0	0.82	0		1	10.550	0	28.750	0	6.50	0		1		1		1		1		1		1		1		1		1		1
26vi	2424	*	2013	10	31	9	43	9.0167	56.8783	9	0	4.7	0	5.15	0		1	10.530	0	28.740	0	6.50	0		1		1		1		1		1		1		1		1		1		1
26vi	2424	*	2013	10	31	9	43	9.0167	56.8783	9	0	4.7	0	8.38	0		1	10.900	0	29.360	0	5.80	0		1		1		1		1		1		1		1		1		1		1
26vi	2514	*	2013	11	12	11	1	9.0167	56.8783	8	0	6.5	0	0.64	0		1	8.380	0	28.350	0	6.83	0		1		1		1		1		1		1		1		1		1		1
26vi	2514	*	2013	11	12	11	1	9.0167	56.8783	8	0	6.5	0	5	0		1	8.270	0	28.360	0	6.86	0		1		1		1		1		1		1		1		1		1		1
26vi	2514	*	2013	11	12	11	1	9.0167	56.8783	8	0	6.5	0	7.98	0		1	8.210	0	28.400	0	6.82	0		1		1		1		1		1		1		1		1		1		1
26vi	0705	*	2013	5	27	12	41	9.1300	56.9167	7	0	2.6	0	0.84	0		1	14.320	0	24.210	0	7.07	0		1		1		1		1		1		1		1		1		1		1
26vi	0705	*	2013	5	27	12	41	9.1300	56.9167	7	0	2.6	0	5.01	0		1	14.260	0	24.230	0	7.07	0		1		1		1		1		1		1		1		1		1		1
26vi	0705	*	2013	5	27	12	41	9.1300	56.9167	7	0	2.6	0	6.81	0		1	13.510	0	26.500	0	4.69	0		1		1		1		1		1		1		1		1		1		1
26vi	0748	*	2013	6	4	5	30	9.1300	56.9167	7	0	2.7	0	0.79	0		1	15.530	0	24.720	0	6.44	0		1		1		1		1		1		1		1		1		1		1
26vi	0748	*	2013	6	4	5	30	9.1300	56.9167	7	0	2.7	0	5	0		1	15.540	0	24.730	0	6.44	0		1		1		1		1		1		1		1		1		1		1
26vi	0748	*	2013	6	4	5	30	9.1300	56.9167	7	0	2.7	0	6.81	0		1	15.440	0	24.840	0	6.30	0		1		1		1		1		1		1		1		1		1		1
26vi	0867	*	2013	6	19	5	4	9.1300	56.9167	7	0	3.2	0	0.77	0		1	16.660	0	24.480	0	6.30	0		1		1		1		1		1		1		1		1		1		1
26vi	0867	*	2013	6	19	5	4	9.1300	56.9167	7	0	3.2	0	5.17	0		1	16.360	0	24.790	0	6.30	0		1		1		1		1		1		1		1		1		1		1
26vi	0867	*	2013	6	19	5	4	9.1300	56.9167	7	0	3.2	0	6.81	0		1	15.590	0	25.060	0	5.88	0		1		1		1		1		1		1		1		1		1		1
26vi	0931	*	2013	6	24	14	1	9.1300	56.9167	7	0	2.8	0	0.85	0		1	16.680	0	24.450	0	6.23	0		1		1		1		1		1		1		1		1		1		1
26vi	0931	*	2013	6	24	14	1	9.1300	56.9167	7	0	2.8	0	5.21	0		1	16.640	0	24.660	0	6.16	0		1		1		1		1		1		1		1		1		1		1
26vi	0931	*	2013	6	24	14	1	9.1300	56.9167	7	0	2.8	0	7.05	0		1	16.630	0	24.810	0	6.09	0		1		1		1		1		1		1		1		1		1		1
26vi	1072	*	2013	7	10	7	38	9.1300	56.9167	7	0	3.8	0	0.8	0		1	17.970	0	25.940	0	5.62	0		1		1		1		1		1		1		1		1		1		1
26vi	1072	*	2013	7	10	7	38	9.1300	56.9167	7	0	3.8	0	5.21	0		1	17.870	0	25.980	0	5.55	0		1		1		1		1		1		1		1		1		1		1
26vi	1072	*	2013	7	10	7	38	9.1300	56.9167	7	0	3.8	0	6.76	0		1	17.690	0	26.070	0	5.49	0		1		1		1		1		1		1		1		1		1		1
26vi	1129	*	2013	7	16	14	33	9.1300	56.9167	7	0	4.0	0	0.59	0		1	18.040	0	26.140	0	5.64	0		1		1		1		1		1		1		1		1		1		1
26vi	1129	*	2013	7	16	14	33	9.1300	56.9167	7	0	4.0	0	5.01	0		1	17.990	0	26.160	0	5.64	0		1		1		1		1		1		1		1		1		1		1
26vi	1129	*	2013	7	16	14	33	9.1300	56.9167	7	0	4.0	0	6.78	0		1	17.780	0	26.220	0	5.73	0		1		1		1		1		1		1		1		1		1		1
26vi	1265	*	2013	7	30	5	24	9.1300	56.9167	8	0	4.5	0	0.77	0		1	21.470	0	25.720	0	5.68	0		1		1		1		1		1		1		1		1		1		1
26vi	1265	*	2013	7	30	5	24	9.1300	56.9167	8	0	4.5	0	5.03	0		1	21.460	0	25.740	0	5.67	0		1		1		1		1		1		1		1		1		1		1
26vi	1265	*	2013	7	30	5	24	9.1300	56.9167	8	0	4.5	0	7.16	0		1	19.010	0	28.220	0	1.93	0		1		1		1		1		1		1		1		1		1		1
26vi	1352	*	2013	8	7	5	53	9.1300	56.9167	7	0	2.5	0	0.83	0		1	20.530	0	25.960	0	5.40	0		1		1		1		1		1		1		1		1		1		1
26vi	1352	*	2013	8	7	5	53	9.1300	56.9167	7	0	2.5	0	5	0		1	20.520	0	25.970	0	5.36	0		1		1		1		1		1		1		1		1		1		1
26vi	1352	*	2013	8	7	5	53	9.1300	56.9167	7	0	2.5	0	7.4	0		1	20.510	0	25.970	0	5.32	0		1		1		1		1		1		1		1		1		1		1
26vi	1406	*	2013	8	12	13	39	9.1300	56.9167	8	0	4.8	0	0.79	0		1	19.190	0	26.240	0	5.50	0		1		1		1		1		1		1		1		1		1		1
26vi	1406	*	2013	8	12	13	39	9.1300	56.9167	8	0	4.8	0	5.19	0		1	19.170	0	26.260	0	5.50	0		1		1		1		1		1		1		1		1		1		1
26vi	1406	*	2013	8	12	13	39	9.1300	56.9167	8	0	4.8	0	7.21	0		1	19.170	0	26.260	0	5.47	0		1		1		1		1		1		1		1		1		1		1
26vi	1601	*	2013	8	27	10	49	9.1300	56.9167	7	0	3.7	0	0.8	0		1	18.670	0	26.150	0	6.10	0		1		1		1		1		1		1		1		1		1		1
26vi	1601	*	2013	8	27	10	49	9.1300	56.9167	7	0	3.7	0	5	0		1	18.390	0	26.930	0	5.73	0		1		1		1		1		1		1		1		1		1		1
26vi	1601	*	2013	8	27	10	49	9.1300	56.9167	7	0	3.7	0	6.75	0		1	18.260	0	28.670	0	0.36	0		1		1		1		1		1		1		1		1		1		1
26vi	1736	*	2013	9	4	5	21	9.1300	56.9167	7	0	3.2	0	0.77	0		1	16.730	0	27.540	0	5.91	0		1		1		1		1		1		1		1		1		1		1
26vi	1736	*	2013	9	4	5	21	9.1300	56.9167	7	0	3.2	0	5	0		1	16.760	0	27.630	0	5.88	0		1		1		1		1		1		1		1		1		1		1
26vi	1736	*	2013	9	4	5	21	9.1300	56.9167	7	0	3.2	0	7.02	0		1	16.830	0	27.710	0	5.85	0		1		1		1		1		1		1		1		1		1		1
26vi	1898	*	2013	9	17	5	30	9.1300	56.9167	8	0	2.4	0	0.79	0		1	15.320	0	27.240	0	5.84	0		1		1		1		1		1		1		1		1		1		1
26vi	1898	*	2013	9	17	5	30	9.1300	56.9167	8	0	2.4	0	5.03	0		1	15.350	0	27.240	0	5.77	0		1		1		1		1		1		1		1		1		1		1
26vi	1898	*	2013	9	17	5	30	9.1300	56.9167	8	0	2.4	0	7.59	0		1	15.320	0	27.240	0	5.73	0		1		1		1		1		1		1		1		1		1		1
26vi	2086	*	2013	10	1	6	5	9.1300	56.9167	7	0	3.3	0	0.97	0		1	13.060	0	27.620	0	5.99	0		1		1		1		1		1		1		1		1		1		1
26vi	2086	*	2013	10	1	6	5	9.1300	56.9167	7	0	3.3	0	5.2	0		1	13.060	0	27.630	0	5.79	0		1		1		1		1		1		1		1		1		1		1
26vi	2086	*	2013	10	1	6	5	9.1300	56.9167	7	0	3.3	0	6.64	0		1	13.140	0	27.660	0	5.75	0		1		1		1		1		1		1		1		1		1		1
26vi	2394	*	2013	10	23	13	26	9.1300	56.9167	7	0	3.1	0	0.79	0		1	10.810	0	27.000	0	6.80	0		1		1		1		1		1		1		1		1		1		1
26vi	2394	*	2013	10	23	13	26	9.1300	56.9167	7	0	3.1	0	5.18	0		1	10.780	0	27.010	0	6.87	0		1		1		1		1		1		1		1		1		1		1
26vi	2394	*	2013	10	23	13	26	9.1300	56.9167	7	0	3.1	0	6.99	0		1	10.690	0	27.080	0	6.56	0		1		1		1		1		1		1		1		1		1		1
26vi	0872	*	2014	6	4	11	0	9.0692	56.8108	8	0	2.3	0	0.8	0		1	18.200	0	25.010	0	5.36	0		1		1		1		1		1		1		1		1		1		1
26vi	0872	*	2014	6	4	11	0	9.0692	56.8108	8	0	2.3	0	5.01	0		1	16.340	0	25.790	0	3.75	0		1		1		1		1		1		1		1		1		1		1
26vi	0872	*	2014	6	4	11	0	9.0692	56.8108	8	0	2.3	0	7.57	0		1	16.500	0	26.300	0	2.59	0		1		1		1		1		1		1		1		1		1		1
26vi	0921	*	2014	6	11	12	33	9.0692	56.8108	8	0	2.5	0	0.76	0		1	19.680	0	24.510	0	4.51	0		1		1		1		1		1		1		1		1		1		1
26vi	0921	*	2014	6	11	12	33	9.0692	56.8108	8	0	2.5	0	5	0		1	17.160	0	25.540	0	1.98	0		1		1		1		1		1		1		1		1		1		1
26vi	0921	*	2014	6	11	12	33	9.0692	56.8108	8	0	2.5	0	7.57	0		1	16.780	0	25.630	0	1.12	0		1		1		1		1		1		1		1		1		1		1
26vi	0985	*	2014	6	18	9	32	9.0692	56.8108	8	0	2.9	0	0.81	0		1	19.140	0	25.030	0	4.26	0		1		1		1		1		1		1		1		1		1		1
26vi	0985	*	2014	6	18	9	32	9.0692	56.8108	8	0	2.9	0	5	0		1	18.790	0	25.010	0	4.24	0		1		1		1		1		1		1		1		1		1		1
26vi	0985	*	2014	6	18	9	32	9.0692	56.8108	8	0	2.9	0	7.56	0		1	18.630	0	25.950	0	1.58	0		1		1		1		1		1		1		1		1		1		1
26vi	1005	*	2014	6	23	12	50	9.0692	56.8108	8	0	2.0	0	0.81	0		1	17.540	0	25.090	0	4.31	0		1		1		1		1		1		1		1		1		1		1
26vi	1005	*	2014	6	23	12	50	9.0692	56.8108	8	0	2.0	0	5.22	0		1	17.410	0	25.090	0	4.23	0		1		1		1		1		1		1		1		1		1		1
26vi	1005	*	2014	6	23	12	50	9.0692	56.8108	8	0	2.0	0	7.8	0		1	17.160	0	25.130	0	3.82	0		1		1		1		1		1		1		1		1		1		1
26vi	1119	*	2014	7	2	10	6	9.0692	56.8108	8	0	1.8	0	0.8	0		1	18.240	0	25.010	0	4.44	0		1		1		1		1		1		1		1		1		1		1
26vi	1119	*	2014	7	2	10	6	9.0692	56.8108	8	0	1.8	0	5.17	0		1	18.020	0	25.500	0	4.19	0		1		1		1		1		1		1		1		1		1		1
26vi	1119	*	2014	7	2	10	6	9.0692	56.8108	8	0	1.8	0	7.7	0		1	17.450	0	27.430	0	0.79	0		1		1		1		1		1		1		1		1		1		1
26vi	1142	*	2014	7	7	11	55	9.0692	56.8108	8	0	2.6	0	0.85	0		1	18.700	0	25.770	0	3.93	0		1		1		1		1		1		1		1		1		1		1
26vi	1142	*	2014	7	7	11	55	9.0692	56.8108	8	0	2.6	0	5	0		1	18.600	0	25.860	0	3.96	0		1		1		1		1		1		1		1		1		1		1
26vi	1142	*	2014	7	7	11	55	9.0692	56.8108	8	0	2.6	0	7.78	0		1	17.980	0	27.880	0	2.28	0		1		1		1		1		1		1		1		1		1		1
26vi	1297	*	2014	7	17	9	51	9.0692	56.8108	8	0	2.0	0	0.8	0		1	19.660	0	25.840	0	3.62	0		1		1		1		1		1		1		1		1		1		1
26vi	1297	*	2014	7	17	9	51	9.0692	56.8108	8	0	2.0	0	5.02	0		1	19.420	0	26.040	0	3.08	0		1		1		1		1		1		1		1		1		1		1
26vi	1297	*	2014	7	17	9	51	9.0692	56.8108	8	0	2.0	0	7.61	0		1	18.820	0	26.660	0	0.09	0		1		1		1		1		1		1		1		1		1		1
26vi	1332	*	2014	7	22	11	29	9.0692	56.8108	8	0	1.6	0	0.82	0		1	22.480	0	25.060	0	4.83	0		1		1		1		1		1		1		1		1		1		1
26vi	1332	*	2014	7	22	11	29	9.0692	56.8108	8	0	1.6	0	5.21	0		1	20.420	0	26.100	0	3.26	0		1		1		1		1		1		1		1		1		1		1
26vi	1332	*	2014	7	22	11	29	9.0692	56.8108	8	0	1.6	0	7.4	0		1	20.160	0	26.340	0	1.12	0		1		1		1		1		1		1		1		1		1		1
26vi	1444	*	2014	7	30	11	3	9.0692	56.8108	8	0	2.1	0	0.8	0		1	22.930	0	25.440	0	4.47	0		1		1		1		1		1		1		1		1		1		1
26vi	1444	*	2014	7	30	11	3	9.0692	56.8108	8	0	2.1	0	5.19	0		1	22.580	0	26.070	0	2.14	0		1		1		1		1		1		1		1		1		1		1
26vi	1444	*	2014	7	30	11	3	9.0692	56.8108	8	0	2.1	0	7.6	0		1	19.880	0	26.330	0	0.01	0		1		1		1		1		1		1		1		1		1		1
26vi	1524	*	2014	8	6	9	34	9.0692	56.8108	8	0	1.9	0	0.85	0		1	21.500	0	25.350	0	3.39	0		1		1		1		1		1		1		1		1		1		1
26vi	1524	*	2014	8	6	9	34	9.0692	56.8108	8	0	1.9	0	5.19	0		1	21.480	0	25.440	0	3.05	0		1		1		1		1		1		1		1		1		1		1
26vi	1524	*	2014	8	6	9	34	9.0692	56.8108	8	0	1.9	0	7.79	0		1	21.570	0	26.600	0	0.02	0		1		1		1		1		1		1		1		1		1		1
26vi	1583	*	2014	8	13	9	33	9.0692	56.8108	8	0	2.0	0	0.8	0		1	19.390	0	25.700	0	3.72	0		1		1		1		1		1		1		1		1		1		1
26vi	1583	*	2014	8	13	9	33	9.0692	56.8108	8	0	2.0	0	5	0		1	19.340	0	25.710	0	3.76	0		1		1		1		1		1		1		1		1		1		1
26vi	1583	*	2014	8	13	9	33	9.0692	56.8108	8	0	2.0	0	8.03	0		1	19.590	0	26.210	0	3.53	0		1		1		1		1		1		1		1		1		1		1
26vi	1956	*	2014	9	9	12	52	9.0692	56.8108	8	0	2.0	0	0.83	0		1	16.540	0	27.370	0	3.26	0		1		1		1		1		1		1		1		1		1		1
26vi	1956	*	2014	9	9	12	52	9.0692	56.8108	8	0	2.0	0	5.18	0		1	16.500	0	27.460	0	3.02	0		1		1		1		1		1		1		1		1		1		1
26vi	1956	*	2014	9	9	12	52	9.0692	56.8108	8	0	2.0	0	7.8	0		1	15.940	0	29.500	0	0.07	0		1		1		1		1		1		1		1		1		1		1
26vi	2107	*	2014	9	17	11	28	9.0692	56.8108	8	0	2.1	0	0.79	0		1	16.580	0	26.770	0	4.10	0		1		1		1		1		1		1		1		1		1		1
26vi	2107	*	2014	9	17	11	28	9.0692	56.8108	8	0	2.1	0	5.15	0		1	16.530	0	26.810	0	4.07	0		1		1		1		1		1		1		1		1		1		1
26vi	2107	*	2014	9	17	11	28	9.0692	56.8108	8	0	2.1	0	7.19	0		1	16.470	0	26.970	0	3.75	0		1		1		1		1		1		1		1		1		1		1
26vi	2246	*	2014	10	1	9	21	9.0692	56.8108	8	0	2.3	0	0.83	0		1	14.470	0	26.990	0	4.07	0		1		1		1		1		1		1		1		1		1		1
26vi	2246	*	2014	10	1	9	21	9.0692	56.8108	8	0	2.3	0	5.2	0		1	14.460	0	27.020	0	4.01	0		1		1		1		1		1		1		1		1		1		1
26vi	2246	*	2014	10	1	9	21	9.0692	56.8108	8	0	2.3	0	7.54	0		1	14.630	0	28.060	0	3.03	0		1		1		1		1		1		1		1		1		1		1
26vi	2459	*	2014	10	16	9	33	9.0692	56.8108	8	0	3.5	0	0.77	0		1	12.250	0	26.460	0	4.44	0		1		1		1		1		1		1		1		1		1		1
26vi	2459	*	2014	10	16	9	33	9.0692	56.8108	8	0	3.5	0	5	0		1	12.300	0	26.770	0	4.32	0		1		1		1		1		1		1		1		1		1		1
26vi	2459	*	2014	10	16	9	33	9.0692	56.8108	8	0	3.5	0	7.58	0		1	12.410	0	27.400	0	3.99	0		1		1		1		1		1		1		1		1		1		1
26vi	0763	*	2014	5	21	11	48	9.1458	56.8333	9	0	3.3	0	0.84	0		1	15.990	0	23.500	0	5.57	0		1		1		1		1		1		1		1		1		1		1
26vi	0763	*	2014	5	21	11	48	9.1458	56.8333	9	0	3.3	0	5.19	0		1	15.360	0	24.100	0	5.45	0		1		1		1		1		1		1		1		1		1		1
26vi	0763	*	2014	5	21	11	48	9.1458	56.8333	9	0	3.3	0	9.11	0		1	13.390	0	26.600	0	3.50	0		1		1		1		1		1		1		1		1		1		1
26vi	0802	*	2014	5	27	12	23	9.1458	56.8333	9	0	3.0	0	0.79	0		1	16.390	0	24.580	0	4.49	0		1		1		1		1		1		1		1		1		1		1
26vi	0802	*	2014	5	27	12	23	9.1458	56.8333	9	0	3.0	0	5.2	0		1	16.340	0	24.590	0	4.47	0		1		1		1		1		1		1		1		1		1		1
26vi	0802	*	2014	5	27	12	23	9.1458	56.8333	9	0	3.0	0	9	0		1	14.130	0	25.940	0	2.14	0		1		1		1		1		1		1		1		1		1		1
26vi	0843	*	2014	6	2	15	22	9.1458	56.8333	10	0	1.8	0	0.78	0		1	16.890	0	24.970	0	5.36	0		1		1		1		1		1		1		1		1		1		1
26vi	0843	*	2014	6	2	15	22	9.1458	56.8333	10	0	1.8	0	5.01	0		1	16.100	0	25.030	0	4.40	0		1		1		1		1		1		1		1		1		1		1
26vi	0843	*	2014	6	2	15	22	9.1458	56.8333	10	0	1.8	0	9.46	0		1	15.280	0	25.920	0	2.46	0		1		1		1		1		1		1		1		1		1		1
26vi	0892	*	2014	6	10	13	37	9.1458	56.8333	9	0	2.6	0	0.81	0		1	18.590	0	24.540	0	4.79	0		1		1		1		1		1		1		1		1		1		1
26vi	0892	*	2014	6	10	13	37	9.1458	56.8333	9	0	2.6	0	5.02	0		1	18.450	0	24.540	0	4.79	0		1		1		1		1		1		1		1		1		1		1
26vi	0892	*	2014	6	10	13	37	9.1458	56.8333	9	0	2.6	0	9.02	0		1	15.800	0	25.930	0	0.20	0		1		1		1		1		1		1		1		1		1		1
26vi	0945	*	2014	6	16	13	23	9.1458	56.8333	10	0	2.4	0	0.58	0		1	18.700	0	25.040	0	3.89	0		1		1		1		1		1		1		1		1		1		1
26vi	0945	*	2014	6	16	13	23	9.1458	56.8333	10	0	2.4	0	5.04	0		1	18.700	0	25.060	0	3.82	0		1		1		1		1		1		1		1		1		1		1
26vi	0945	*	2014	6	16	13	23	9.1458	56.8333	10	0	2.4	0	9.41	0		1	18.180	0	25.170	0	2.85	0		1		1		1		1		1		1		1		1		1		1
26vi	1020	*	2014	6	24	7	23	9.1458	56.8333	10	0	2.0	0	0.8	0		1	17.280	0	25.310	0	4.59	0		1		1		1		1		1		1		1		1		1		1
26vi	1020	*	2014	6	24	7	23	9.1458	56.8333	10	0	2.0	0	5.21	0		1	17.100	0	25.390	0	4.21	0		1		1		1		1		1		1		1		1		1		1
26vi	1020	*	2014	6	24	7	23	9.1458	56.8333	10	0	2.0	0	9.72	0		1	17.120	0	25.600	0	3.57	0		1		1		1		1		1		1		1		1		1		1
26vi	1077	*	2014	6	30	15	11	9.1458	56.8333	10	0	1.9	0	0.8	0		1	18.250	0	25.130	0	4.49	0		1		1		1		1		1		1		1		1		1		1
26vi	1077	*	2014	6	30	15	11	9.1458	56.8333	10	0	1.9	0	5.01	0		1	18.140	0	25.240	0	4.35	0		1		1		1		1		1		1		1		1		1		1
26vi	1077	*	2014	6	30	15	11	9.1458	56.8333	10	0	1.9	0	9.6	0		1	17.360	0	27.710	0	1.95	0		1		1		1		1		1		1		1		1		1		1
26vi	1161	*	2014	7	8	8	43	9.1458	56.8333	10	0	2.1	0	0.8	0		1	18.700	0	24.670	0	4.50	0		1		1		1		1		1		1		1		1		1		1
26vi	1161	*	2014	7	8	8	43	9.1458	56.8333	10	0	2.1	0	5.2	0		1	18.600	0	25.620	0	4.11	0		1		1		1		1		1		1		1		1		1		1
26vi	1161	*	2014	7	8	8	43	9.1458	56.8333	10	0	2.1	0	9.39	0		1	18.200	0	26.750	0	2.07	0		1		1		1		1		1		1		1		1		1		1
26vi	1236	*	2014	7	15	14	10	9.1458	56.8333	10	0	2.1	0	0.82	0		1	19.900	0	26.010	0	3.39	0		1		1		1		1		1		1		1		1		1		1
26vi	1236	*	2014	7	15	14	10	9.1458	56.8333	10	0	2.1	0	5	0		1	19.880	0	26.010	0	3.34	0		1		1		1		1		1		1		1		1		1		1
26vi	1236	*	2014	7	15	14	10	9.1458	56.8333	10	0	2.1	0	9.61	0		1	18.810	0	26.600	0	1.01	0		1		1		1		1		1		1		1		1		1		1
26vi	1358	*	2014	7	23	8	59	9.1458	56.8333	10	0	1.9	0	0.81	0		1	22.020	0	25.000	0	4.63	0		1		1		1		1		1		1		1		1		1		1
26vi	1358	*	2014	7	23	8	59	9.1458	56.8333	10	0	1.9	0	5.21	0		1	19.960	0	26.070	0	2.42	0		1		1		1		1		1		1		1		1		1		1
26vi	1358	*	2014	7	23	8	59	9.1458	56.8333	10	0	1.9	0	9.16	0		1	19.280	0	26.130	0	0.92	0		1		1		1		1		1		1		1		1		1		1
26vi	1400	*	2014	7	28	15	36	9.1458	56.8333	11	0	2.0	0	0.8	0		1	23.790	0	25.090	0	4.91	0		1		1		1		1		1		1		1		1		1		1
26vi	1400	*	2014	7	28	15	36	9.1458	56.8333	11	0	2.0	0	5.23	0		1	23.150	0	26.200	0	3.82	0		1		1		1		1		1		1		1		1		1		1
26vi	1400	*	2014	7	28	15	36	9.1458	56.8333	11	0	2.0	0	9.38	0		1	20.020	0	26.250	0	0.01	0		1		1		1		1		1		1		1		1		1		1
26vi	1483	*	2014	8	4	14	15	9.1458	56.8333	10	0	1.4	0	0.8	0		1	22.150	0	25.540	0	3.86	0		1		1		1		1		1		1		1		1		1		1
26vi	1483	*	2014	8	4	14	15	9.1458	56.8333	10	0	1.4	0	5.02	0		1	21.810	0	25.650	0	3.55	0		1		1		1		1		1		1		1		1		1		1
26vi	1483	*	2014	8	4	14	15	9.1458	56.8333	10	0	1.4	0	9.42	0		1	21.740	0	25.840	0	2.78	0		1		1		1		1		1		1		1		1		1		1
26vi	1612	*	2014	8	14	7	59	9.1458	56.8333	10	0	1.9	0	0.8	0		1	18.980	0	25.590	0	3.95	0		1		1		1		1		1		1		1		1		1		1
26vi	1612	*	2014	8	14	7	59	9.1458	56.8333	10	0	1.9	0	5.19	0		1	18.980	0	25.610	0	3.93	0		1		1		1		1		1		1		1		1		1		1
26vi	1612	*	2014	8	14	7	59	9.1458	56.8333	10	0	1.9	0	9.8	0		1	18.980	0	26.280	0	3.54	0		1		1		1		1		1		1		1		1		1		1
26vi	1649	*	2014	8	18	12	3	9.1458	56.8333	10	0	1.9	0	1	0		1	17.760	0	25.980	0	4.34	0		1		1		1		1		1		1		1		1		1		1
26vi	1649	*	2014	8	18	12	3	9.1458	56.8333	10	0	1.9	0	5.02	0		1	17.710	0	25.980	0	4.30	0		1		1		1		1		1		1		1		1		1		1
26vi	1649	*	2014	8	18	12	3	9.1458	56.8333	10	0	1.9	0	9.98	0		1	17.530	0	25.980	0	3.78	0		1		1		1		1		1		1		1		1		1		1
