Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]	Phosphate Phosphorus (PO4-P) [umol/l]	QV:ODV:Phosphate Phosphorus (PO4-P) [umol/l]	Total Phosphorus (P) [umol/l]	QV:ODV:Total Phosphorus (P) [umol/l]	Silicate Silicon (SiO4-Si) [umol/l]	QV:ODV:Silicate Silicon (SiO4-Si) [umol/l]	Nitrate Nitrogen (NO3-N) [umol/l]	QV:ODV:Nitrate Nitrogen (NO3-N) [umol/l]	Ammonium Nitrogen (NH4-N) [umol/l]	QV:ODV:Ammonium Nitrogen (NH4-N) [umol/l]	Total Nitrogen (N) [umol/l]	QV:ODV:Total Nitrogen (N) [umol/l]	Hydrogen Sulphide (H2S-S) [umol/l]	QV:ODV:Hydrogen Sulphide (H2S-S) [umol/l]	Hydrogen Ion Concentration (pH) [pH]	QV:ODV:Hydrogen Ion Concentration (pH) [pH]	Alkalinity [mEq/l]	QV:ODV:Alkalinity [mEq/l]	Chlorophyll a [ug/l]	QV:ODV:Chlorophyll a [ug/l]
26BI	0005	*	1943	6	8			8.942	56.908		1		1	0	0		1	14.80	0	28.59	0	5.90	0		1		1		1		1		1		1		1		1		1		1
26BI	0005	*	1943	6	8			8.942	56.908		1		1	3	0		1	14.80	0	28.59	0	6.29	0		1		1		1		1		1		1		1		1		1		1
26BI	0005	*	1943	6	8			8.942	56.908		1		1	7	0		1	14.83	0	28.70	0	5.68	0		1		1		1		1		1		1		1		1		1		1
26BI	0035	*	1943	6	10			9.025	56.862		1		1	0	0		1	15.57	0	27.92	0	6.04	0		1		1		1		1		1		1		1		1		1		1
26BI	0035	*	1943	6	10			9.025	56.862		1		1	4	0		1	15.28	0	28.84	0	5.86	0		1		1		1		1		1		1		1		1		1		1
26BI	0035	*	1943	6	10			9.025	56.862		1		1	8	0		1	15.20	0	29.96	0	5.82	0		1		1		1		1		1		1		1		1		1		1
26BI	0036	*	1943	6	10			9.040	56.887		1		1	0	0		1	15.70	0	27.34	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0036	*	1943	6	10			9.040	56.887		1		1	4	0		1	15.30	0	27.83	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0036	*	1943	6	10			9.040	56.887		1		1	8	0		1	14.77	0	29.16	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0037	*	1943	6	10			9.050	56.920		1		1	0	0		1	15.87	0	27.95	0	5.99	0		1		1		1		1		1		1		1		1		1		1
26BI	0037	*	1943	6	10			9.050	56.920		1		1	3	0		1	15.85	0	27.94	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0037	*	1943	6	10			9.050	56.920		1		1	6	0		1	15.30	0	28.04	0	5.98	0		1		1		1		1		1		1		1		1		1		1
26BI	0043	*	1943	6	10			9.140	56.922		1		1	0	0		1	15.95	0	27.74	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0043	*	1943	6	10			9.140	56.922		1		1	3	0		1	15.93	0	27.74	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0043	*	1943	6	10			9.140	56.922		1		1	6	0		1	14.97	0	28.78	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0044	*	1943	6	10			9.147	56.882		1		1	0	0		1	16.08	0	27.40	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0044	*	1943	6	10			9.147	56.882		1		1	3	0		1	15.68	0	27.63	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0044	*	1943	6	10			9.147	56.882		1		1	6	0		1	14.92	0	28.68	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0045	*	1943	6	10			9.163	56.842		1		1	0	0		1	16.21	0	27.01	0	6.24	0		1		1		1		1		1		1		1		1		1		1
26BI	0045	*	1943	6	10			9.163	56.842		1		1	2	0		1	16.05	0	27.00	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0045	*	1943	6	10			9.163	56.842		1		1	5	0		1	15.10	0	27.84	0	5.76	0		1		1		1		1		1		1		1		1		1		1
26BI	0045	*	1943	6	10			9.163	56.842		1		1	9	0		1	14.60	0	28.71	0	4.59	0		1		1		1		1		1		1		1		1		1		1
26BI	0058	*	1943	6	11			9.092	56.813		1		1	0	0		1	17.20	0	27.15	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0058	*	1943	6	11			9.092	56.813		1		1	3	0		1	17.20	0	27.20	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0058	*	1943	6	11			9.092	56.813		1		1	5	0		1	16.42	0	27.27	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0058	*	1943	6	11			9.092	56.813		1		1	7	0		1	15.48	0	27.39	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0120	*	1943	7	7			8.942	56.908		1		1	0	0		1	17.24	0	29.70	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0120	*	1943	7	7			8.942	56.908		1		1	3	0		1	17.29	0	29.70	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0120	*	1943	7	7			8.942	56.908		1		1	7	0		1	17.28	0	29.72	0	5.41	0		1		1		1		1		1		1		1		1		1		1
26BI	0126	*	1943	7	8			9.025	56.862		1		1	0	0		1	17.10	0	28.68	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0126	*	1943	7	8			9.025	56.862		1		1	4	0		1	17.13	0	28.68	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0126	*	1943	7	8			9.025	56.862		1		1	8	0		1	17.41	0	29.29	0	5.19	0		1		1		1		1		1		1		1		1		1		1
26BI	0127	*	1943	7	8			9.040	56.887		1		1	0	0		1	17.18	0	28.93	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0127	*	1943	7	8			9.040	56.887		1		1	4	0		1	17.23	0	28.93	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0127	*	1943	7	8			9.040	56.887		1		1	8	0		1	17.33	0	28.98	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0128	*	1943	7	8			9.050	56.920		1		1	0	0		1	17.24	0	29.22	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0128	*	1943	7	8			9.050	56.920		1		1	4	0		1	17.30	0	29.21	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0128	*	1943	7	8			9.050	56.920		1		1	7	0		1	17.35	0	29.27	0	5.50	0		1		1		1		1		1		1		1		1		1		1
26BI	0134	*	1943	7	8			9.140	56.922		1		1	0	0		1	17.18	0	29.19	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0134	*	1943	7	8			9.140	56.922		1		1	3	0		1	17.23	0	29.17	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0134	*	1943	7	8			9.140	56.922		1		1	6	0		1	17.20	0	29.18	0	5.60	0		1		1		1		1		1		1		1		1		1		1
26BI	0135	*	1943	7	8			9.147	56.882		1		1	0	0		1	17.24	0	27.99	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0135	*	1943	7	8			9.147	56.882		1		1	3	0		1	17.23	0	28.13	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0135	*	1943	7	8			9.147	56.882		1		1	7	0		1	17.39	0	29.18	0	4.79	0		1		1		1		1		1		1		1		1		1		1
26BI	0136	*	1943	7	8			9.163	56.842		1		1	0	0		1	17.20	0	28.49	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0136	*	1943	7	8			9.163	56.842		1		1	5	0		1	17.32	0	28.48	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0136	*	1943	7	8			9.163	56.842		1		1	10	0		1	17.38	0	28.82	0	4.52	0		1		1		1		1		1		1		1		1		1		1
26BI	0149	*	1943	7	9			9.092	56.813		1		1	0	0		1	16.87	0	28.22	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0149	*	1943	7	9			9.092	56.813		1		1	4	0		1	16.91	0	28.22	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0149	*	1943	7	9			9.092	56.813		1		1	8	0		1	16.92	0	28.22	0	5.37	0		1		1		1		1		1		1		1		1		1		1
26BI	0201	*	1943	8	11			8.942	56.908		1		1	0	0		1	16.67	0	30.73	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0201	*	1943	8	11			8.942	56.908		1		1	3	0		1	16.89	0	30.73	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0201	*	1943	8	11			8.942	56.908		1		1	6	0		1	17.07	0	30.99	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0207	*	1943	8	12			9.092	56.813		1		1	0	0		1	16.75	0	29.05	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0207	*	1943	8	12			9.092	56.813		1		1	4	0		1	16.76	0	29.04	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0207	*	1943	8	12			9.092	56.813		1		1	7	0		1	16.76	0	29.01	0	5.32	0		1		1		1		1		1		1		1		1		1		1
26BI	0229	*	1943	8	12			9.025	56.862		1		1	0	0		1	16.44	0	29.06	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0229	*	1943	8	12			9.025	56.862		1		1	4	0		1	16.42	0	29.06	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0229	*	1943	8	12			9.025	56.862		1		1	7	0		1	16.20	0	29.29	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0229	*	1943	8	12			9.025	56.862		1		1	9	0		1	16.04	0	29.43	0	5.16	0		1		1		1		1		1		1		1		1		1		1
26BI	0220	*	1943	8	13			9.163	56.842		1		1	0	0		1	15.94	0	29.25	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0220	*	1943	8	13			9.163	56.842		1		1	5	0		1	16.00	0	29.27	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0220	*	1943	8	13			9.163	56.842		1		1	10	0		1	16.04	0	29.38	0	5.19	0		1		1		1		1		1		1		1		1		1		1
26BI	0221	*	1943	8	13			9.147	56.882		1		1	0	0		1	15.58	0	29.43	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0221	*	1943	8	13			9.147	56.882		1		1	3	0		1	15.60	0	29.42	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0221	*	1943	8	13			9.147	56.882		1		1	7	0		1	15.63	0	29.42	0	5.51	0		1		1		1		1		1		1		1		1		1		1
26BI	0222	*	1943	8	13			9.140	56.922		1		1	0	0		1	15.89	0	29.38	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0222	*	1943	8	13			9.140	56.922		1		1	3	0		1	15.89	0	29.38	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0222	*	1943	8	13			9.140	56.922		1		1	7	0		1	15.89	0	29.38	0	5.51	0		1		1		1		1		1		1		1		1		1		1
26BI	0227	*	1943	8	13			9.050	56.920		1		1	0	0		1	16.14	0	30.03	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0227	*	1943	8	13			9.050	56.920		1		1	4	0		1	16.23	0	30.07	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0227	*	1943	8	13			9.050	56.920		1		1	8	0		1	16.29	0	30.37	0	5.29	0		1		1		1		1		1		1		1		1		1		1
26BI	0228	*	1943	8	13			9.040	56.887		1		1	0	0		1	16.40	0	29.18	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0228	*	1943	8	13			9.040	56.887		1		1	4	0		1	16.45	0	29.62	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0228	*	1943	8	13			9.040	56.887		1		1	8	0		1	16.47	0	29.68	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0235	*	1943	9	20			8.942	56.908		1		1	0	0		1	15.52	0	29.72	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0235	*	1943	9	20			8.942	56.908		1		1	4	0		1	15.53	0	29.70	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0235	*	1943	9	20			8.942	56.908		1		1	7	0		1	15.64	0	29.70	0	5.54	0		1		1		1		1		1		1		1		1		1		1
26BI	0240	*	1943	9	20			9.140	56.922		1		1	0	0		1	15.38	0	28.98	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0240	*	1943	9	20			9.140	56.922		1		1	3	0		1	15.38	0	28.99	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0240	*	1943	9	20			9.140	56.922		1		1	6	0		1	15.41	0	28.99	0	5.64	0		1		1		1		1		1		1		1		1		1		1
26BI	0241	*	1943	9	20			9.050	56.920		1		1	0	0		1	15.41	0	29.44	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0241	*	1943	9	20			9.050	56.920		1		1	5	0		1	15.42	0	29.43	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0241	*	1943	9	20			9.050	56.920		1		1	10	0		1	15.42	0	29.44	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0242	*	1943	9	20			9.025	56.862		1		1	0	0		1	15.45	0	29.48	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0242	*	1943	9	20			9.025	56.862		1		1	5	0		1	15.50	0	29.43	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0242	*	1943	9	20			9.025	56.862		1		1	10	0		1	15.52	0	29.43	0	5.50	0		1		1		1		1		1		1		1		1		1		1
26BI	0243	*	1943	9	20			9.133	56.833		1		1	0	0		1	15.41	0	29.11	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0243	*	1943	9	20			9.133	56.833		1		1	5	0		1	15.42	0	29.12	0		1		1		1		1		1		1		1		1		1		1		1
26BI	0243	*	1943	9	20			9.133	56.833		1		1	8	0		1	15.40	0	29.20	0	5.55	0		1		1		1		1		1		1		1		1		1		1
26vi	4505	*	1982	3	25			9.1458	56.8333		1	5.3	0	0.2	0		1	2.8	0	24.8	0	7.84	0	0.16	0	1.61	0	10.7	0	45.0	0	0.1	0	92.8	0		1	8	0		1	3	0
26vi	4505	*	1982	3	25			9.1458	56.8333		1	5.3	0	9.6	0		1	2	0	26.6	0	6.3	0	0.16	0	0.90	0	10.7	0	45.0	0	8.6	0	92.8	0		1	8	0		1	3	0
26vi	4554	*	1982	4	16			9.1458	56.8333		1	3.8	0	0.2	0		1	5.6	0	25	0	7.7	0	0.03	0	1.03	0	14.2	0	37.8	0	0.9	0	70.0	0		1	8.1	0		1	9	0
26vi	4554	*	1982	4	16			9.1458	56.8333		1	3.8	0	7	0		1	5.4	0	25.2	0	7.42	0		1		1		1		1		1		1		1		1		1		1
26vi	4554	*	1982	4	16			9.1458	56.8333		1	3.8	0	8.8	0		1	5.2	0	25.4	0	6.93	0		1		1		1		1		1		1		1		1		1		1
26vi	4554	*	1982	4	16			9.1458	56.8333		1	3.8	0	9	0		1	5.2	0	27.5	0	5.6	0	0.10	0	0.90	0	14.2	0	37.1	0	1.7	0	61.4	0		1	8	0		1	3	0
26vi	4662	*	1982	5	13			9.1458	56.8333		1	3.8	0	0.2	0		1	8.8	0	25.3	0	7.98	0	0.36	0		1	3.6	0	10.7	0	0.1	0	42.1	0		1	8.3	0		1	13	0
26vi	4662	*	1982	5	13			9.1458	56.8333		1	3.8	0	9	0		1	8.8	0	25.4	0	7.77	0		1		1		1		1		1		1		1		1		1		1
26vi	4662	*	1982	5	13			9.1458	56.8333		1	3.8	0	9.4	0		1	8.8	0	25.4	0	7.63	0		1		1		1		1		1		1		1		1		1		1
26vi	4662	*	1982	5	13			9.1458	56.8333		1	3.8	0	10	0		1	8.2	0	27	0	3.85	0	0.42	0	1.61	0	7.1	0	10.0	0	0.4	0	66.4	0		1	8.2	0		1	32	0
26vi	4762	*	1982	5	27			9.1458	56.8333		1	3.1	0	0.2	0		1	13.2	0	24.3	0	7.63	0	0.03	0	1.13	0	3.6	0	4.9	0	1.4	0	38.6	0		1	8.4	0		1	11	0
26vi	4762	*	1982	5	27			9.1458	56.8333		1	3.1	0	7.6	0		1	12.6	0	25.8	0	7.35	0		1		1		1		1		1		1		1		1		1		1
26vi	4762	*	1982	5	27			9.1458	56.8333		1	3.1	0	8	0		1	12.3	0	26.3	0	5.53	0		1		1		1		1		1		1		1		1		1		1
26vi	4762	*	1982	5	27			9.1458	56.8333		1	3.1	0	8.2	0		1	12.3	0	26.6	0	5.04	0		1		1		1		1		1		1		1		1		1		1
26vi	4762	*	1982	5	27			9.1458	56.8333		1	3.1	0	8.4	0		1	11.6	0	27.3	0		1		1		1		1		1		1		1		1		1		1		1
26vi	4762	*	1982	5	27			9.1458	56.8333		1	3.1	0	8.6	0		1	11.6	0	27.3	0		1		1		1		1		1		1		1		1		1		1		1
26vi	4762	*	1982	5	27			9.1458	56.8333		1	3.1	0	9	0		1	11	0	28	0		1		1		1		1		1		1		1		1		1		1		1
26vi	4762	*	1982	5	27			9.1458	56.8333		1	3.1	0	9.6	0		1	11	0	28	0		1	0.13	0	1.36	0	14.2	0	3.6	0	6.6	0	44.3	0		1	8	0		1	13	0
26vi	4894	*	1982	6	24			9.1458	56.8333		1	4.0	0	0.2	0		1	15.7	0	25.6	0	5.81	0	0.90	0	1.84	0	3.6	0	1.9	0	0.1	0	36.4	0		1	8.2	0		1	6	0
26vi	4894	*	1982	6	24			9.1458	56.8333		1	4.0	0	8	0		1	15.7	0	25.7	0	5.67	0		1		1		1		1		1		1		1		1		1		1
26vi	4894	*	1982	6	24			9.1458	56.8333		1	4.0	0	8.6	0		1	15.6	0	27	0	4.34	0		1		1		1		1		1		1		1		1		1		1
26vi	4894	*	1982	6	24			9.1458	56.8333		1	4.0	0	9.6	0		1	15.6	0	27	0	4.27	0	0.87	0	1.84	0	7.1	0	1.6	0	0.5	0	33.6	0		1	8.1	0		1	4	0
26vi	4987	*	1982	7	15			9.1458	56.8333		1	2.2	0	0.2	0		1	20.5	0	24.4	0	5.67	0	2.78	0	5.17	0	7.1	0	2.4	0	0.1	0	45.0	0		1	8.2	0		1	10	0
26vi	4987	*	1982	7	15			9.1458	56.8333		1	2.2	0	5	0		1	20.4	0	24.6	0	5.53	0		1		1		1		1		1		1		1		1		1		1
26vi	4987	*	1982	7	15			9.1458	56.8333		1	2.2	0	6.4	0		1	18.8	0	25.8	0	4.83	0		1		1		1		1		1		1		1		1		1		1
26vi	4987	*	1982	7	15			9.1458	56.8333		1	2.2	0	8	0		1	18.5	0	26.6	0	4.13	0		1		1		1		1		1		1		1		1		1		1
26vi	4987	*	1982	7	15			9.1458	56.8333		1	2.2	0	9	0		1	17.9	0	26.8	0	3.36	0		1		1		1		1		1		1		1		1		1		1
26vi	4987	*	1982	7	15			9.1458	56.8333		1	2.2	0	10	0		1	17.6	0	27.7	0	2.24	0	2.03	0	3.55	0	21.4	0	2.2	0	1.9	0	38.6	0		1	7.8	0		1	3	0
26vi	5096	*	1982	8	12			9.1458	56.8333		1	3.5	0	0.2	0		1	20	0	26.1	0	5.04	0	3.55	0	4.52	0	17.8	0	1.6	0	3.8	0	39.3	0		1	8	0		1	11	0
26vi	5096	*	1982	8	12			9.1458	56.8333		1	3.5	0	9.6	0		1	20	0	26.1	0	4.76	0	3.55	0	4.84	0	17.8	0	2.2	0	4.1	0	45.0	0		1	7.9	0		1	12	0
26vi	5196	*	1982	9	2			9.1458	56.8333		1	4.0	0	0.2	0		1	15.7	0	26.5	0	6.02	0	3.23	0	4.20	0	3.6	0	1.6	0	0.1	0	35.7	0		1	8.1	0		1	8	0
26vi	5196	*	1982	9	2			9.1458	56.8333		1	4.0	0	10	0		1	15.7	0	26.7	0	5.74	0	3.55	0	4.20	0	3.6	0	2.1	0	0.6	0	43.6	0		1	8	0		1	6	0
26vi	5308	*	1982	9	30			9.1458	56.8333		1	5.2	0	0.2	0		1	14	0	26.5	0	6.3	0	2.78	0	3.87	0	17.8	0	1.1	0	0.6	0	45.7	0		1	7.9	0		1	6	0
26vi	5308	*	1982	9	30			9.1458	56.8333		1	5.2	0	8	0		1	14	0	27.4	0	6.09	0		1		1		1		1		1		1		1		1		1		1
26vi	5308	*	1982	9	30			9.1458	56.8333		1	5.2	0	9	0		1	14.1	0	28.7	0	5.25	0		1		1		1		1		1		1		1		1		1		1
26vi	5308	*	1982	9	30			9.1458	56.8333		1	5.2	0	10	0		1	14.1	0	28.8	0	5.18	0	2.68	0	3.55	0	17.8	0	0.9	0	0.6	0	32.8	0		1	7.9	0		1	3	0
26vi	5443	*	1982	10	28			9.1458	56.8333		1	8.0	0	0.2	0		1	10	0	26.5	0	7	0	2.71	0	3.55	0	24.9	0	5.9	0	6.1	0	37.1	0		1	7.8	0		1	8	0
26vi	5443	*	1982	10	28			9.1458	56.8333		1	8.0	0	10	0		1	10	0	26.5	0	6.93	0	2.74	0	3.55	0	24.9	0	5.9	0	7.9	0	35.0	0		1	7.8	0		1	6	0
26vi	5541	*	1982	12	2			9.1458	56.8333		1	5.0	0	0.2	0		1	4.7	0	24.9	0	7.14	0	1.94	0	2.45	0	49.8	0	27.1	0	3.4	0	67.8	0		1	7.7	0		1	1	0
26vi	5541	*	1982	12	2			9.1458	56.8333		1	5.0	0	7.8	0		1	5.5	0	26.8	0	6.79	0		1		1		1		1		1		1		1		1		1		1
26vi	5541	*	1982	12	2			9.1458	56.8333		1	5.0	0	8.8	0		1	5.5	0	27	0	6.65	0		1		1		1		1		1		1		1		1		1		1
26vi	5541	*	1982	12	2			9.1458	56.8333		1	5.0	0	9.8	0		1	6.3	0	28.8	0		1	2.23	0	2.71	0	35.6	0	44.3	0	3.5	0	63.5	0		1	7.7	0		1	1	0
26vi	5822	*	1983	3	24			9.1458	56.8333		1	4.0	0	0.2	0		1	4.4	0	26.7	0	7.91	0	0.03	0	0.65	0	3.6	0	47.8	0	0.5	0	71.4	0		1	8.2	0		1	8	0
26vi	5822	*	1983	3	24			9.1458	56.8333		1	4.0	0	9	0		1	4.5	0	26.8	0	7.77	0		1		1		1		1		1		1		1		1		1		1
26vi	5822	*	1983	3	24			9.1458	56.8333		1	4.0	0	9.6	0		1	4.5	0	27.5	0	7.42	0		1		1		1		1		1		1		1		1		1		1
26vi	5822	*	1983	3	24			9.1458	56.8333		1	4.0	0	10.4	0		1	4.5	0	27.9	0	7.21	0	0.03	0	0.61	0	21.4	0	45.7	0	0.9	0	78.5	0		1	8.2	0		1	8	0
26vi	5884	*	1983	4	8			9.1458	56.8333		1	5.0	0	0.2	0		1	4.9	0	26.2	0	7.84	0	0.03	0	0.39	0	10.7	0	44.3	0	0.3	0	78.5	0		1	8.1	0		1	4	0
26vi	5884	*	1983	4	8			9.1458	56.8333		1	5.0	0	10.6	0		1	4.9	0	26.4	0	7.7	0	0.03	0	0.58	0	7.1	0	40.7	0	0.6	0	100.0	0		1	8.1	0		1	5	0
26vi	5959	*	1983	4	21			9.1458	56.8333		1	5.0	0	0.2	0		1	7.6	0	25.5	0	7.42	0	0.19	0	0.74	0	3.6	0	43.6	0	1.4	0	69.3	0		1	8.2	0		1	4	0
26vi	5959	*	1983	4	21			9.1458	56.8333		1	5.0	0	7	0		1	7.6	0	25.9	0	7.28	0		1		1		1		1		1		1		1		1		1		1
26vi	5959	*	1983	4	21			9.1458	56.8333		1	5.0	0	8	0		1	7.6	0	26.4	0	7.14	0		1		1		1		1		1		1		1		1		1		1
26vi	5959	*	1983	4	21			9.1458	56.8333		1	5.0	0	9.4	0		1	7.6	0	26.5	0	7.07	0	0.10	0	0.58	0	3.6	0	40.7	0	2.1	0	67.1	0		1	8.1	0		1	3	0
26vi	6026	*	1983	5	5			9.1458	56.8333		1	4.5	0	0.2	0		1	9.3	0	25.3	0	7.49	0	0.94	0	1.52	0	3.6	0	36.4	0	0.9	0	68.5	0		1	8.4	0		1	6	0
26vi	6026	*	1983	5	5			9.1458	56.8333		1	4.5	0	7.6	0		1	9.4	0	25.6	0	7.28	0		1		1		1		1		1		1		1		1		1		1
26vi	6026	*	1983	5	5			9.1458	56.8333		1	4.5	0	7.8	0		1	9.4	0	26.3	0	6.23	0		1		1		1		1		1		1		1		1		1		1
26vi	6026	*	1983	5	5			9.1458	56.8333		1	4.5	0	9.6	0		1	9.4	0	26.4	0	5.88	0	0.32	0	0.90	0	3.6	0	34.3	0	2.2	0	70.0	0		1	8.3	0		1	7	0
26vi	6094	*	1983	5	19			9.1458	56.8333		1	4.8	0	0.2	0		1	12.1	0	25	0	6.51	0	0.03	0	0.74	0	3.6	0	31.4	0	1.7	0	57.8	0		1	8.2	0		1	7	0
26vi	6094	*	1983	5	19			9.1458	56.8333		1	4.8	0	9.4	0		1	12.1	0	25.1	0	6.3	0	0.03	0	0.74	0	3.6	0	30.0	0	2.1	0	55.7	0		1	8.2	0		1	7	0
26vi	6221	*	1983	6	16			9.1458	56.8333		1	2.8	0	0.2	0		1	14.4	0	24	0	6.58	0	0.03	0	1.61	0	10.7	0	11.4	0	1.5	0	57.1	0		1	8.4	0		1	17	0
26vi	6221	*	1983	6	16			9.1458	56.8333		1	2.8	0	10	0		1	14.6	0	24.2	0	6.23	0	0.06	0	1.68	0	7.1	0	10.7	0	1.6	0	62.1	0		1	8.4	0		1	16	0
26vi	6292	*	1983	7	7			9.1458	56.8333		1	2.0	0	0.2	0		1	17.5	0	22.5	0	8.19	0	0.87	0	2.81	0	3.6	0	0.9	0	0.6	0	58.5	0		1	8.6	0		1	20	0
26vi	6292	*	1983	7	7			9.1458	56.8333		1	2.0	0	2	0		1	16.6	0	22.5	0	7.77	0		1		1		1		1		1		1		1		1		1		1
26vi	6292	*	1983	7	7			9.1458	56.8333		1	2.0	0	3	0		1	16	0	23.6	0	6.58	0		1		1		1		1		1		1		1		1		1		1
26vi	6292	*	1983	7	7			9.1458	56.8333		1	2.0	0	7	0		1	15.4	0	24.6	0	6.23	0		1		1		1		1		1		1		1		1		1		1
26vi	6292	*	1983	7	7			9.1458	56.8333		1	2.0	0	8	0		1	15.2	0	24.7	0	5.6	0		1		1		1		1		1		1		1		1		1		1
26vi	6292	*	1983	7	7			9.1458	56.8333		1	2.0	0	9.6	0		1	15.4	0	26	0	4.41	0	0.71	0	1.94	0	10.7	0	1.6	0	0.8	0	44.3	0		1	8.3	0		1	11	0
26vi	6344	*	1983	7	21			9.1458	56.8333		1	4.0	0	0.2	0		1	16.6	0	25	0	5.67	0	0.81	0	2.20	0	3.6	0	2.1	0	0.9	0	52.8	0		1	8.2	0		1	8	0
26vi	6344	*	1983	7	21			9.1458	56.8333		1	4.0	0	9.6	0		1	16.6	0	25	0	5.6	0	0.97	0	2.49	0	3.6	0	2.1	0	0.9	0	42.1	0		1	8.3	0		1	10	0
26vi	6471	*	1983	8	18			9.1458	56.8333		1	2.6	0	0.2	0		1	16.7	0	25.6	0	5.88	0	1.68	0	2.74	0	3.6	0	1.6	0	0.1	0	34.3	0		1	7.9	0		1	9	0
26vi	6471	*	1983	8	18			9.1458	56.8333		1	2.6	0	9.8	0		1	16.7	0	26	0	5.67	0	1.68	0	2.65	0	3.6	0	0.9	0	1.4	0	52.8	0		1	7.8	0		1	8	0
26vi	6550	*	1983	9	1			9.1458	56.8333		1	2.6	0	0.2	0		1	17.4	0	24.2	0	6.58	0	2.29	0	3.55	0	3.6	0	2.6	0	0.1	0	47.1	0		1	8.5	0		1	8	0
26vi	6550	*	1983	9	1			9.1458	56.8333		1	2.6	0	4.6	0		1	17.6	0	25.6	0	5.88	0		1		1		1		1		1		1		1		1		1		1
26vi	6550	*	1983	9	1			9.1458	56.8333		1	2.6	0	7.6	0		1	17.8	0	25.9	0	5.6	0		1		1		1		1		1		1		1		1		1		1
