Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	1.37	0	19.29	0	26.73	0	6.13	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	1.6	0	19.29	0	26.73	0	6.13	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	1.77	0	19.28	0	26.73	0	6.13	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	1.98	0	19.28	0	26.73	0	6.13	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	2.17	0	19.28	0	26.74	0	6.13	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	2.42	0	19.28	0	26.73	0	6.14	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	2.6	0	19.28	0	26.73	0	6.14	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	2.8	0	19.24	0	26.73	0	6.15	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	2.95	0	19.23	0	26.73	0	6.15	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	3.17	0	19.08	0	26.73	0	6.16	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	3.41	0	19.05	0	26.72	0	6.15	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	3.63	0	19.07	0	26.71	0	6.13	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	3.78	0	18.98	0	26.71	0	6.05	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	3.98	0	18.9	0	26.69	0	5.92	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	4.22	0	18.88	0	26.69	0	5.82	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	4.4	0	18.87	0	26.69	0	5.72	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	4.6	0	18.86	0	26.69	0	5.71	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	4.81	0	18.86	0	26.69	0	5.68	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	4.96	0	18.86	0	26.7	0	5.54	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	5.19	0	18.86	0	26.73	0	5.52	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	5.4	0	18.86	0	26.78	0	5.43	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	5.58	0	18.86	0	26.81	0	5.42	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	5.79	0	18.87	0	26.85	0	5.41	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	6.01	0	18.88	0	26.88	0	5.61	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	6.22	0	18.87	0	26.96	0	5.61	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	6.4	0	18.87	0	27.02	0	5.61	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	6.57	0	18.92	0	27.19	0	4.87	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	6.83	0	18.96	0	27.44	0	4.12	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	6.92	0	18.96	0	27.47	0	4.20	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	7	0	18.96	0	27.48	0	4.10	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	7.21	0	18.96	0	27.49	0	4.07	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	7.4	0	18.95	0	27.49	0	4.03	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	7.6	0	18.95	0	27.49	0	3.99	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	7.8	0	18.94	0	27.49	0	3.96	0
26vi	1257	*	2018	8	15	12	57	9.0167	56.8783	8	0		1	7.96	0	18.94	0	27.49	0	3.82	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	0.56	0	19.08	0	25.64	0	5.89	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	0.8	0	19.08	0	25.64	0	5.91	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	1	0	19.07	0	25.64	0	5.88	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	1.18	0	19.05	0	25.64	0	5.87	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	1.4	0	19.05	0	25.64	0	5.87	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	1.6	0	19.05	0	25.64	0	5.87	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	1.79	0	19.06	0	25.64	0	5.89	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	2.02	0	19.05	0	25.64	0	5.89	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	2.19	0	19.05	0	25.64	0	5.90	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	2.39	0	19.05	0	25.63	0	5.91	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	2.6	0	19.03	0	25.64	0	5.92	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	2.8	0	19.05	0	25.64	0	5.92	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	3	0	19.02	0	25.64	0	5.92	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	3.16	0	19.02	0	25.64	0	5.92	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	3.36	0	19.02	0	25.64	0	5.92	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	3.59	0	19.01	0	25.65	0	5.92	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	3.78	0	19.02	0	25.64	0	5.92	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	4	0	19.02	0	25.64	0	5.89	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	4.2	0	18.99	0	25.66	0	5.90	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	4.41	0	19	0	25.65	0	5.90	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	4.6	0	19	0	25.65	0	5.89	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	4.81	0	18.94	0	25.67	0	5.89	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	5.04	0	18.93	0	25.66	0	5.76	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	5.22	0	18.93	0	25.67	0	5.75	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	5.39	0	18.9	0	25.68	0	5.75	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	5.59	0	18.91	0	25.67	0	5.73	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	5.78	0	18.91	0	25.68	0	5.73	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	6.02	0	18.89	0	25.68	0	5.73	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	6.21	0	18.89	0	25.69	0	5.71	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	6.41	0	18.89	0	25.69	0	5.67	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	6.57	0	18.89	0	25.69	0	5.66	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	6.78	0	18.89	0	25.68	0	5.64	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	7.02	0	18.87	0	25.69	0	5.64	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	7.22	0	18.86	0	25.7	0	5.57	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	7.39	0	18.86	0	25.7	0	5.55	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	7.63	0	18.85	0	25.7	0	5.55	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	7.8	0	18.83	0	25.71	0	5.52	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	8	0	18.8	0	25.71	0	5.52	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	8.19	0	18.78	0	25.69	0	5.50	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	8.4	0	18.73	0	25.69	0	5.36	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	8.61	0	18.72	0	25.69	0	5.36	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	8.78	0	18.71	0	25.69	0	5.35	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	9.01	0	18.71	0	25.69	0	5.32	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	9.25	0	18.71	0	25.72	0	5.27	0
26vi	1331	*	2018	8	15	13	31	9.1458	56.8333	10	0		1	9.37	0	18.83	0	26.01	0	5.24	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	0.6	0	17.296	0	26.935	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	0.8	0	17.336	0	26.909	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	1	0	17.326	0	26.915	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	1.2	0	17.326	0	26.923	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	1.4	0	17.316	0	26.921	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	1.6	0	17.316	0	26.921	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	1.8	0	17.316	0	26.921	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	2	0	17.316	0	26.921	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	2.2	0	17.316	0	26.921	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	2.4	0	17.296	0	26.934	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	2.6	0	17.316	0	26.921	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	2.8	0	17.316	0	26.929	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	3	0	17.296	0	27.128	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	3.2	0	17.286	0	27.15	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	3.4	0	17.277	0	27.219	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	4.6	0	17.277	0	27.265	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	4.8	0	17.277	0	27.67	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	5	0	17.296	0	27.727	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	5.2	0	17.316	0	27.737	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	5.4	0	17.306	0	27.743	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	5.8	0	17.316	0	27.814	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	6	0	17.316	0	27.861	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	6.2	0	17.336	0	27.933	0	5.53	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	6.4	0	17.346	0	27.958	0	5.46	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	6.6	0	17.355	0	28.114	0	5.46	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	6.8	0	17.355	0	28.2	0	5.39	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	7	0	17.375	0	28.381	0	4.83	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	7.2	0	17.375	0	28.436	0	4.76	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	7.4	0	17.385	0	28.491	0	4.62	0
26vi	0950	*	2018	8	29	9	50	9.0563	56.9023	8	0		1	7.6	0	17.375	0	28.498	0	4.62	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	0.6	0	17.602	0	27.536	0	5.60	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	0.8	0	17.612	0	27.529	0	5.60	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	1	0	17.691	0	27.476	0	5.67	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	1.2	0	17.691	0	27.476	0	5.67	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	1.4	0	17.612	0	27.537	0	5.67	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	1.6	0	17.602	0	27.544	0	5.67	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	1.8	0	17.622	0	27.53	0	5.67	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	2	0	17.553	0	27.569	0	5.67	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	2.2	0	17.543	0	27.576	0	5.74	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	2.4	0	17.553	0	27.569	0	5.74	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	2.6	0	17.503	0	27.602	0	5.74	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	2.8	0	17.434	0	27.649	0	5.74	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	3	0	17.405	0	27.669	0	5.74	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	3.2	0	17.385	0	27.659	0	5.67	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	3.4	0	17.306	0	27.705	0	5.67	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	3.6	0	17.306	0	27.705	0	5.67	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	3.8	0	17.277	0	27.756	0	5.60	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	4	0	17.267	0	27.888	0	5.60	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	4.2	0	17.267	0	28.106	0	5.53	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	4.4	0	17.326	0	28.479	0	5.46	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	4.6	0	17.336	0	28.472	0	4.76	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	4.8	0	17.355	0	28.654	0	4.62	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	5	0	17.365	0	28.693	0	4.62	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	5.2	0	17.365	0	28.693	0	4.62	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	5.4	0	17.365	0	28.693	0	4.62	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	5.6	0	17.365	0	28.693	0	4.62	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	5.8	0	17.365	0	28.693	0	4.62	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	6	0	17.365	0	28.693	0	4.62	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	6.2	0	17.365	0	28.693	0	4.62	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	6.4	0	17.365	0	28.693	0	4.62	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	6.6	0	17.375	0	28.686	0	4.62	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	6.8	0	17.365	0	28.693	0	4.69	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	7	0	17.336	0	28.878	0	4.76	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	7.2	0	17.257	0	29.083	0	4.76	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	7.4	0	17.267	0	29.123	0	4.83	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	7.6	0	17.267	0	29.17	0	4.76	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	7.8	0	17.267	0	29.178	0	4.69	0
26vi	1257	*	2018	8	29	12	57	9.0167	56.8783	8	0		1	8	0	17.306	0	29.448	0	4.55	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	0.6	0	17.77	0	26.172	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	0.8	0	17.76	0	26.17	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	1	0	17.78	0	26.15	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	1.2	0	17.78	0	26.15	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	1.4	0	17.75	0	26.161	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	1.6	0	17.75	0	26.154	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	1.8	0	17.75	0	26.146	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	2	0	17.74	0	26.16	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	2.2	0	17.75	0	26.161	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	2.4	0	17.74	0	26.16	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	2.6	0	17.72	0	26.134	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	2.8	0	17.632	0	26.129	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	3	0	17.582	0	26.115	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	3.2	0	17.573	0	26.105	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	3.4	0	17.543	0	26.117	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	3.6	0	17.553	0	26.133	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	3.8	0	17.553	0	26.095	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	4	0	17.523	0	26.114	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	4.2	0	17.523	0	26.106	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	4.4	0	17.513	0	26.112	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	4.6	0	17.503	0	26.149	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	4.8	0	17.494	0	26.171	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	5	0	17.494	0	26.202	0	5.95	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	5.2	0	17.484	0	26.254	0	5.88	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	5.4	0	17.494	0	26.34	0	5.81	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	5.6	0	17.484	0	26.424	0	5.74	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	5.8	0	17.484	0	26.447	0	5.67	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	6	0	17.494	0	26.44	0	5.53	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	6.2	0	17.474	0	26.484	0	5.39	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	6.4	0	17.464	0	26.513	0	5.39	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	6.6	0	17.434	0	26.533	0	5.32	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	6.8	0	17.415	0	26.538	0	5.32	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	7	0	17.365	0	26.577	0	5.25	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	7.2	0	17.395	0	26.62	0	5.25	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	7.4	0	17.434	0	26.625	0	5.25	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	7.6	0	17.464	0	26.652	0	5.18	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	7.8	0	17.474	0	26.669	0	5.18	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	8	0	17.454	0	26.728	0	5.18	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	8.2	0	17.434	0	26.756	0	5.11	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	8.4	0	17.434	0	26.772	0	5.11	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	8.6	0	17.434	0	26.772	0	5.11	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	8.8	0	17.434	0	26.779	0	5.04	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	9	0	17.425	0	26.786	0	5.04	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	9.2	0	17.365	0	27.694	0	5.04	0
26vi	1333	*	2018	8	29	13	33	9.1458	56.8333	10	0		1	9.4	0	17.296	0	28.436	0	4.55	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	0.4	0	16.625	0	27.575	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	0.6	0	16.625	0	27.575	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	0.8	0	16.635	0	27.568	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	1	0	16.665	0	27.548	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	1.2	0	16.645	0	27.538	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	1.4	0	16.694	0	27.528	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	1.6	0	16.685	0	27.503	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	1.8	0	16.675	0	27.541	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	2	0	16.665	0	27.548	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	2.2	0	16.675	0	27.541	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	2.4	0	16.665	0	27.548	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	2.6	0	16.665	0	27.548	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	2.8	0	16.665	0	27.547	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	3	0	16.665	0	27.547	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	3.2	0	16.665	0	27.547	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	3.4	0	16.665	0	27.547	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	3.6	0	16.655	0	27.554	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	3.8	0	16.665	0	27.547	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	4	0	16.665	0	27.547	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	4.2	0	16.675	0	27.54	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	4.4	0	16.675	0	27.54	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	4.6	0	16.675	0	27.54	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	4.8	0	16.675	0	27.54	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	5	0	16.685	0	27.533	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	5.2	0	16.675	0	27.54	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	5.4	0	16.685	0	27.533	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	5.6	0	16.675	0	27.54	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	5.8	0	16.675	0	27.54	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	6	0	16.655	0	27.553	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	6.2	0	16.675	0	27.54	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	6.4	0	16.685	0	27.533	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	6.6	0	16.675	0	27.54	0	5.67	0
26vi	0936	*	2018	9	12	9	36	9.0563	56.9023	7	0		1	6.8	0	16.665	0	27.546	0	5.67	0
26vi	1000	*	2018	9	12	10	0	9.0167	56.8783	10	0		1	0.4	0	16.724	0	27.098	0	5.60	0
26vi	1000	*	2018	9	12	10	0	9.0167	56.8783	10	0		1	0.6	0	16.714	0	27.105	0	5.60	0
26vi	1000	*	2018	9	12	10	0	9.0167	56.8783	10	0		1	0.8	0	16.714	0	27.105	0	5.60	0
26vi	1000	*	2018	9	12	10	0	9.0167	56.8783	10	0		1	1	0	16.764	0	27.071	0	5.60	0
