Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	6.70	0	16.99	0	29.086	0	6	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	6.80	0	17	0	29.079	0	6	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	6.90	0	16.981	0	29.093	0	6	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	7.00	0	17	0	29.079	0	5.5	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	7.10	0	16.99	0	29.086	0	6	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	7.20	0	16.99	0	29.086	0	5.5	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	7.30	0	16.981	0	29.093	0	5.5	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	7.40	0	16.981	0	29.093	0	5.5	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	7.50	0	16.981	0	29.093	0	5.5	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	7.60	0	16.971	0	29.1	0	5.5	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	7.70	0	16.981	0	29.093	0	5.5	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	7.80	0	16.981	0	29.093	0	5.5	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	7.90	0	16.971	0	29.1	0	5.5	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	8.00	0	16.981	0	29.101	0	5.5	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	8.10	0	16.981	0	29.093	0	5.5	0
2699	1118	*	2020	8	5	12	12	9.0167	56.8783	9	0	4.4	0	8.20	0	16.99	0	29.086	0	5.5	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	0.40	0	17.178	0	26.943	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	0.50	0	17.178	0	26.943	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	0.60	0	17.168	0	26.958	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	0.70	0	17.178	0	26.936	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	0.80	0	17.178	0	26.928	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	0.90	0	17.178	0	26.928	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	1.00	0	17.188	0	26.921	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	1.10	0	17.188	0	26.921	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	1.20	0	17.178	0	26.935	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	1.30	0	17.168	0	26.934	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	1.40	0	17.178	0	26.935	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	1.50	0	17.178	0	26.935	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	1.70	0	17.188	0	26.936	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	1.80	0	17.178	0	26.943	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	1.90	0	17.188	0	26.936	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	2.10	0	17.178	0	26.951	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	2.20	0	17.188	0	26.944	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	2.30	0	17.178	0	26.943	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	2.40	0	17.168	0	26.934	0	6.0	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	2.60	0	17.168	0	26.942	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	2.70	0	17.178	0	26.935	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	2.80	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	2.90	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	3.00	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	3.10	0	17.178	0	26.935	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	3.20	0	17.168	0	26.934	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	3.30	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	3.40	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	3.50	0	17.168	0	26.933	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	3.60	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	3.70	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	3.80	0	17.168	0	26.933	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	3.90	0	17.158	0	26.94	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	4.00	0	17.158	0	26.948	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	4.10	0	17.168	0	26.933	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	4.20	0	17.158	0	26.948	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	4.30	0	17.158	0	26.94	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	4.40	0	17.158	0	26.94	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	4.50	0	17.158	0	26.94	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	4.60	0	17.168	0	26.949	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	4.70	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	4.80	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	4.90	0	17.158	0	26.94	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	5.00	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	5.10	0	17.168	0	26.933	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	5.20	0	17.158	0	26.947	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	5.30	0	17.158	0	26.94	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	5.40	0	17.158	0	26.939	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	5.50	0	17.168	0	26.933	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	5.60	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	5.70	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	5.80	0	17.158	0	26.947	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	5.90	0	17.168	0	26.941	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	6.00	0	17.158	0	26.947	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	6.10	0	17.148	0	26.969	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	6.20	0	17.148	0	26.954	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	6.30	0	17.158	0	26.955	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	6.40	0	17.158	0	26.955	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	6.50	0	17.148	0	26.969	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	6.60	0	17.148	0	26.961	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	6.70	0	17.138	0	26.96	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	6.80	0	17.158	0	26.947	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	7.00	0	17.148	0	26.969	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	7.10	0	17.148	0	26.961	0	6.1	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	7.20	0	17.148	0	26.969	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	7.30	0	17.148	0	26.969	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	7.40	0	17.138	0	26.975	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	7.50	0	17.138	0	26.975	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	7.60	0	17.129	0	26.982	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	7.70	0	17.148	0	26.969	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	7.80	0	17.138	0	26.967	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	7.90	0	17.138	0	26.967	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	8.00	0	17.148	0	26.969	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	8.10	0	17.148	0	26.969	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	8.20	0	17.148	0	26.969	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	8.30	0	17.138	0	26.975	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	8.40	0	17.148	0	26.984	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	8.50	0	17.119	0	27.004	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	8.60	0	17.129	0	26.989	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	8.70	0	17.138	0	26.983	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	8.80	0	17.148	0	26.976	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	9.00	0	17.148	0	26.984	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	9.10	0	17.138	0	26.99	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	9.20	0	17.138	0	26.99	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	9.30	0	17.138	0	27.006	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	9.40	0	17.148	0	27.007	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	9.50	0	17.148	0	27.038	0	6.2	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	9.60	0	17.04	0	27.917	0	5.9	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	9.70	0	16.971	0	27.839	0	6	0
2699	1119	*	2020	8	5	12	50	9.1458	56.8333	10	0	3.4	0	9.80	0	16.823	0	28.486	0	2.9	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	0.50	0	22.357	0	27.396	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	0.60	0	22.347	0	27.402	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	0.70	0	22.337	0	27.401	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	0.80	0	22.337	0	27.401	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	0.90	0	22.318	0	27.393	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	1.00	0	22.308	0	27.399	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	1.10	0	22.288	0	27.39	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	1.20	0	22.239	0	27.407	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	1.30	0	22.199	0	27.432	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	1.40	0	22.16	0	27.456	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	1.50	0	22.14	0	27.469	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	1.60	0	22.12	0	27.481	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	1.70	0	22.12	0	27.495	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	1.80	0	22.081	0	27.541	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	1.90	0	22.061	0	27.568	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	2.00	0	22.061	0	27.589	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	2.10	0	22.042	0	27.608	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	2.20	0	22.032	0	27.607	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	2.30	0	22.002	0	27.626	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	2.40	0	22.002	0	27.605	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	2.50	0	21.923	0	27.577	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	2.60	0	21.854	0	27.6	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	2.70	0	21.785	0	27.636	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	2.80	0	21.775	0	27.643	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	2.90	0	21.765	0	27.649	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	3.00	0	21.726	0	27.653	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	3.10	0	21.716	0	27.659	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	3.20	0	21.716	0	27.652	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	3.30	0	21.706	0	27.644	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	3.40	0	21.677	0	27.663	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	3.50	0	21.667	0	27.662	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	3.60	0	21.657	0	27.661	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	3.70	0	21.637	0	27.674	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	3.80	0	21.637	0	27.674	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	3.90	0	21.617	0	27.672	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	4.00	0	21.588	0	27.726	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	4.10	0	21.578	0	27.747	0	6.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	4.20	0	21.509	0	27.499	0	6.6	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	4.30	0	21.41	0	27.505	0	6.6	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	4.40	0	20.522	0	27.912	0	6.2	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	4.50	0	20.512	0	27.911	0	6.1	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	4.60	0	20.503	0	27.925	0	6.1	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	4.70	0	20.483	0	27.938	0	6.0	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	4.80	0	20.473	0	27.937	0	6.0	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	4.90	0	20.374	0	27.965	0	5.9	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	5.00	0	20.345	0	27.977	0	5.9	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	5.10	0	20.276	0	28.008	0	5.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	5.20	0	20.256	0	27.992	0	5.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	5.30	0	20.019	0	28.207	0	5.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	5.40	0	19.832	0	28.296	0	5.0	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	5.50	0	19.792	0	28.293	0	5.0	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	5.60	0	19.733	0	28.34	0	5.1	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	5.70	0	19.664	0	28.386	0	4.3	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	5.80	0	19.457	0	28.482	0	4.3	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	5.90	0	19.181	0	28.655	0	4.1	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	6.00	0	19.151	0	28.676	0	4.0	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	6.10	0	18.904	0	28.884	0	3.9	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	6.20	0	18.766	0	28.972	0	2.5	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	6.30	0	18.628	0	29.054	0	2.5	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	6.40	0	18.273	0	29.289	0	2	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	6.50	0	18.243	0	29.31	0	2	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	6.60	0	18.184	0	29.353	0	1.8	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	6.70	0	18.164	0	29.367	0	1.8	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	6.80	0	18.145	0	29.381	0	1.8	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	6.90	0	18.115	0	29.402	0	1.8	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	7.00	0	18.105	0	29.401	0	1.8	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	7.10	0	18.086	0	29.423	0	1.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	7.20	0	18.076	0	29.43	0	1.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	7.30	0	18.066	0	29.429	0	1.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	7.40	0	18.046	0	29.451	0	1.7	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	7.50	0	18.046	0	29.451	0	1.5	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	7.60	0	18.016	0	29.442	0	1.5	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	7.70	0	17.947	0	29.514	0	0.6	0
2699	1251	*	2020	8	17	12	1	9.0167	56.8783	8	0	3.5	0	7.80	0	17.928	0	29.536	0	0.6	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	0.60	0	22.703	0	25.732	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	0.80	0	22.781	0	25.686	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	1.00	0	22.781	0	25.679	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	1.20	0	22.762	0	25.704	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	1.40	0	22.633	0	25.779	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	1.60	0	22.545	0	25.83	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	1.80	0	22.515	0	25.848	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	2.00	0	22.535	0	25.836	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	2.20	0	22.525	0	25.856	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	2.40	0	22.485	0	25.9	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	2.60	0	22.397	0	25.98	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	2.80	0	22.357	0	26.024	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	3.00	0	22.229	0	26.218	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	3.20	0	22.16	0	26.553	0	7.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	3.40	0	21.933	0	26.951	0	7	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	3.60	0	21.913	0	26.991	0	7	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	3.80	0	21.834	0	27.089	0	7	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	4.00	0	21.736	0	27.165	0	7	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	4.20	0	21.558	0	27.262	0	6.9	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	4.40	0	21.272	0	27.414	0	6.7	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	4.60	0	21.144	0	27.532	0	6.6	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	4.80	0	21.055	0	27.56	0	6.5	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	5.00	0	20.966	0	27.538	0	6.5	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	5.20	0	20.532	0	27.753	0	6.2	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	5.40	0	20.128	0	27.93	0	5.7	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	5.60	0	19.832	0	28.081	0	5.5	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	5.80	0	19.713	0	28.034	0	5.5	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	6.00	0	19.329	0	28.105	0	5.3	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	6.20	0	18.964	0	28.232	0	5.0	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	6.40	0	18.845	0	28.191	0	4.1	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	6.60	0	18.658	0	28.357	0	3.8	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	6.80	0	18.589	0	28.427	0	3.6	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	7.00	0	18.539	0	28.43	0	3.6	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	7.20	0	18.303	0	28.433	0	3.2	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	7.40	0	18.233	0	28.442	0	3.2	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	7.60	0	17.997	0	28.452	0	2.5	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	7.80	0	17.651	0	28.492	0	2.0	0
2699	1253	*	2020	8	17	12	41	9.1458	56.8333	9	0	2.8	0	8.00	0	17.711	0	28.854	0	2.0	0
