Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	2	0		1	16.90	0	12.501	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	4	0		1	16.77	0	12.679	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	6	0		1	16.62	0	13.051	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	8	0		1	16.55	0	13.250	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	10	0		1	16.32	0	14.110	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	13	0		1	16.04	0	14.838	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	15	0		1	14.51	0	17.162	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	18	0		1	12.93	0	20.095	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	20	0		1	8.82	0	28.274	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	22	0		1	6.44	0	32.519	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	24	0		1	6.31	0	32.746	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	26	0		1	6.20	0	32.941	0		1
26DA	3033	*	1995	7	10	13	56	12.6967	55.9383	31	0		1	28	0		1	6.18	0	32.997	0		1
26HI	0003	*	1995	1	13	21	43	12.6583	55.9113	17	0		1	0	0		1	2.47	0	18.529	0		1
26HI	0003	*	1995	1	13	21	43	12.6583	55.9113	17	0		1	2	0		1	2.96	0	22.099	0		1
26HI	0003	*	1995	1	13	21	43	12.6583	55.9113	17	0		1	5	0		1	3.02	0	22.232	0		1
26HI	0003	*	1995	1	13	21	43	12.6583	55.9113	17	0		1	6	0		1	3.31	0	22.915	0		1
26HI	0003	*	1995	1	13	21	43	12.6583	55.9113	17	0		1	8	0		1	3.55	0	23.079	0		1
26HI	0003	*	1995	1	13	21	43	12.6583	55.9113	17	0		1	10	0		1	3.72	0	23.360	0		1
26HI	0003	*	1995	1	13	21	43	12.6583	55.9113	17	0		1	12	0		1	3.74	0	23.419	0		1
26HI	0003	*	1995	1	13	21	43	12.6583	55.9113	17	0		1	15	0		1	3.86	0	23.651	0		1
26HI	0003	*	1995	1	13	21	43	12.6583	55.9113	17	0		1	16	0		1	3.93	0	23.715	0		1
26HI	0006	*	1995	1	14	18	53	12.6702	55.9482	22	0		1	0	0		1	3.23	0	10.904	0		1
26HI	0006	*	1995	1	14	18	53	12.6702	55.9482	22	0		1	3	0		1	2.74	0	20.062	0		1
26HI	0006	*	1995	1	14	18	53	12.6702	55.9482	22	0		1	6	0		1	2.76	0	20.139	0		1
26HI	0006	*	1995	1	14	18	53	12.6702	55.9482	22	0		1	8	0		1	2.77	0	20.213	0		1
26HI	0006	*	1995	1	14	18	53	12.6702	55.9482	22	0		1	10	0		1	2.80	0	20.439	0		1
26HI	0006	*	1995	1	14	18	53	12.6702	55.9482	22	0		1	13	0		1	2.91	0	21.718	0		1
26HI	0006	*	1995	1	14	18	53	12.6702	55.9482	22	0		1	15	0		1	3.30	0	22.792	0		1
26HI	0006	*	1995	1	14	18	53	12.6702	55.9482	22	0		1	18	0		1	3.39	0	23.045	0		1
26HI	0006	*	1995	1	14	18	53	12.6702	55.9482	22	0		1	20	0		1	3.40	0	23.049	0		1
26HI	0007	*	1995	1	14	22	51	12.6653	55.8635	16	0		1	0	0		1	2.54	0	17.214	0		1
26HI	0007	*	1995	1	14	22	51	12.6653	55.8635	16	0		1	6	0		1	2.59	0	18.693	0		1
26HI	0007	*	1995	1	14	22	51	12.6653	55.8635	16	0		1	8	0		1	2.93	0	21.038	0		1
26HI	0007	*	1995	1	14	22	51	12.6653	55.8635	16	0		1	10	0		1	3.32	0	22.203	0		1
26HI	0007	*	1995	1	14	22	51	12.6653	55.8635	16	0		1	12	0		1	3.45	0	22.514	0		1
26HI	0007	*	1995	1	14	22	51	12.6653	55.8635	16	0		1	12	0		1	3.44	0	22.862	0		1
26GT	5082	*	2001	2	5	11	47	12.7500	55.8667	50	0		1	1	0	1	0	1.98	0	8.37	0		1
26GT	5082	*	2001	2	5	11	47	12.7500	55.8667	50	0		1	5	0	5	0	1.91	0	8.37	0		1
26GT	5082	*	2001	2	5	11	47	12.7500	55.8667	50	0		1	10	0	10	0	1.94	0	8.39000	0		1
26GT	5082	*	2001	2	5	11	47	12.7500	55.8667	50	0		1	15	0	15	0	2.27	0	8.99	0		1
26GT	5082	*	2001	2	5	11	47	12.7500	55.8667	50	0		1	20	0	20	0	8.3500	0	31.14	0		1
26GT	5082	*	2001	2	5	11	47	12.7500	55.8667	50	0		1	25	0	25	0	8.83	0	32.31	0		1
26GT	5082	*	2001	2	5	11	47	12.7500	55.8667	50	0		1	30	0	30	0	8.86	0	32.61	0		1
26GT	5082	*	2001	2	5	11	47	12.7500	55.8667	50	0		1	40	0	40	0	8.87	0	32.84	0		1
26GT	5082	*	2001	2	5	11	47	12.7500	55.8667	50	0		1	48.4	0	48.8	0	8.87	0	32.97	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	0.4	0	0.4	0	2.937	0		1		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	1.2	0	1.2	0	2.93	0	21.427	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	1.4	0	1.4	0	2.935	0	21.423	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	1.6	0	1.6	0	2.938	0	21.422	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	1.8	0	1.8	0	2.936	0	21.427	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	2	0	2	0	2.925	0	21.436	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	2.2	0	2.2	0	2.922	0	21.437	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	4.2	0	4.2	0	2.873	0	21.454	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	4.4	0	4.4	0	2.879	0	21.454	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	4.6	0	4.6	0	2.882	0	21.493	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	4.8	0	4.8	0	2.887	0	21.531	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	5	0	5	0	2.888	0	21.551	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	5.2	0	5.2	0	2.897	0	21.561	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	5.4	0	5.4	0	2.9	0	21.581	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	5.5	0	5.6	0	2.903	0	21.6	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	5.7	0	5.8	0	2.906	0	21.61	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	6	0	6	0	2.913	0	21.616	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	6.1	0	6.2	0	2.963	0	21.656	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	6.3	0	6.4	0	2.963	0	21.664	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	6.5	0	6.6	0	2.992	0	21.653	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	6.7	0	6.8	0	3.004	0	21.674	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	7	0	7	0	3.031	0	21.699	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	7.1	0	7.2	0	3.05	0	21.797	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	7.3	0	7.4	0	3.088	0	21.934	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	7.5	0	7.6	0	3.099	0	21.994	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	7.7	0	7.8	0	3.171	0	22.073	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	8	0	8	0	3.165	0	22.09	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	8.1	0	8.2	0	3.22	0	22.12	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	8.3	0	8.4	0	3.227	0	22.183	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	8.5	0	8.6	0	3.357	0	22.516	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	8.7	0	8.8	0	3.569	0	22.688	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	9	0	9	0	4.945	0	24.294	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	9.1	0	9.2	0	7.076	0	29.443	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	9.3	0	9.4	0	7.581	0	30.91	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	9.5	0	9.6	0	7.83	0	31.566	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	9.7	0	9.8	0	7.871	0	31.673	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	10	0	10	0	7.954	0	31.757	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	10.1	0	10.2	0	7.995	0	31.971	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	10.3	0	10.4	0	8.013	0	32.031	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	10.5	0	10.6	0	8.016	0	32.045	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	10.7	0	10.8	0	8.018	0	32.054	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	11	0	11	0	8.02	0	32.052	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	11.1	0	11.2	0	8.101	0	32.064	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	11.3	0	11.4	0	8.169	0	32.366	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	11.5	0	11.6	0	8.194	0	32.528	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	11.7	0	11.8	0	8.226	0	32.701	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	12	0	12	0	8.236	0	32.717	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	12.1	0	12.2	0	8.263	0	32.76	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	12.3	0	12.4	0	8.27	0	32.825	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	12.5	0	12.6	0	8.274	0	32.83	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	12.7	0	12.8	0	8.276	0	32.838	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	13	0	13	0	8.275	0	32.85	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	13.1	0	13.2	0	8.276	0	32.853	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	13.3	0	13.4	0	8.276	0	32.854	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	13.5	0	13.6	0	8.276	0	32.864	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	13.7	0	13.8	0	8.243	0	32.827	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	14	0	14	0	8.254	0	32.803	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	14.1	0	14.2	0	8.273	0	32.839	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	14.3	0	14.4	0	8.279	0	32.876	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	14.5	0	14.6	0	8.28	0	32.881	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	14.7	0	14.8	0	8.28	0	32.885	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	15	0	15	0	8.28	0	32.885	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	15.1	0	15.2	0	8.28	0	32.885	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	15.3	0	15.4	0	8.28	0	32.887	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	15.5	0	15.6	0	8.28	0	32.888	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	15.7	0	15.8	0	8.28	0	32.888	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	16	0	16	0	8.279	0	32.889	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	16.1	0	16.2	0	8.28	0	32.888	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	16.3	0	16.4	0	8.28	0	32.889	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	16.4	0	16.6	0	8.28	0	32.889	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	16.6	0	16.8	0	8.277	0	32.893	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	17	0	17	0	8.281	0	32.905	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	17.0	0	17.2	0	8.28	0	32.906	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	17.2	0	17.4	0	8.281	0	32.906	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	17.4	0	17.6	0	8.281	0	32.905	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	17.6	0	17.8	0	8.281	0	32.905	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	18	0	18	0	8.281	0	32.906	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	18.0	0	18.2	0	8.28	0	32.905	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	18.2	0	18.4	0	8.28	0	32.904	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	18.4	0	18.6	0	8.28	0	32.904	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	18.6	0	18.8	0	8.281	0	32.904	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	19	0	19	0	8.28	0	32.904	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	19.0	0	19.2	0	8.282	0	32.905	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	19.2	0	19.4	0	8.282	0	32.908	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	19.6	0	19.8	0	8.281	0	32.91	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	20	0	20	0	8.281	0	32.906	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	20.0	0	20.2	0	8.28	0	32.908	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	20.2	0	20.4	0	8.283	0	32.909	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	20.4	0	20.6	0	8.284	0	32.913	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	20.6	0	20.8	0	8.284	0	32.915	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	21	0	21	0	8.285	0	32.922	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	21.0	0	21.2	0	8.285	0	32.921	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	21.2	0	21.4	0	8.285	0	32.92	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	21.4	0	21.6	0	8.285	0	32.92	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	21.6	0	21.8	0	8.285	0	32.921	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	22	0	22	0	8.286	0	32.92	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	22.0	0	22.2	0	8.287	0	32.919	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	22.2	0	22.4	0	8.29	0	32.928	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	22.4	0	22.6	0	8.29	0	32.932	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	22.6	0	22.8	0	8.291	0	32.932	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	23	0	23	0	8.291	0	32.933	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	23.0	0	23.2	0	8.291	0	32.934	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	23.2	0	23.4	0	8.291	0	32.932	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	23.4	0	23.6	0	8.291	0	32.932	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	23.6	0	23.8	0	8.294	0	32.937	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	24	0	24	0	8.288	0	32.932	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	24.0	0	24.2	0	8.295	0	32.947	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	24.2	0	24.4	0	8.303	0	32.938	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	24.4	0	24.6	0	8.315	0	32.971	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	24.6	0	24.8	0	8.321	0	32.988	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	25	0	25	0	8.323	0	33.002	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	25.0	0	25.2	0	8.327	0	33.009	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	25.2	0	25.4	0	8.334	0	33.031	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	25.4	0	25.6	0	8.335	0	33.04	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	25.6	0	25.8	0	8.336	0	33.05	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	26	0	26	0	8.33	0	33.045	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	26.0	0	26.2	0	8.352	0	33.105	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	26.2	0	26.4	0	8.35	0	33.102	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	26.4	0	26.6	0	8.35	0	33.1	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	26.6	0	26.8	0	8.351	0	33.099	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	27	0	27	0	8.352	0	33.101	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	27.0	0	27.2	0	8.353	0	33.103	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	27.1	0	27.4	0	8.354	0	33.108	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	27.3	0	27.6	0	8.353	0	33.106	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	27.5	0	27.8	0	8.354	0	33.106	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	28	0	28	0	8.356	0	33.107	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	27.9	0	28.2	0	8.357	0	33.111	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	28.1	0	28.4	0	8.357	0	33.115	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	28.3	0	28.6	0	8.357	0	33.116	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	28.5	0	28.8	0	8.357	0	33.116	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	29	0	29	0	8.357	0	33.117	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	28.9	0	29.2	0	8.357	0	33.117	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	29.1	0	29.4	0	8.358	0	33.117	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	29.3	0	29.6	0	8.357	0	33.118	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	29.5	0	29.8	0	8.358	0	33.118	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	30	0	30	0	8.358	0	33.118	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	29.9	0	30.2	0	8.358	0	33.119	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	30.1	0	30.4	0	8.357	0	33.119	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	30.3	0	30.6	0	8.351	0	33.103	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	30.5	0	30.8	0	8.355	0	33.11	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	31	0	31	0	8.354	0	33.114	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	30.9	0	31.2	0	8.357	0	33.121	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	31.1	0	31.4	0	8.357	0	33.12	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	31.3	0	31.6	0	8.357	0	33.12	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	31.5	0	31.8	0	8.357	0	33.12	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	32	0	32	0	8.357	0	33.12	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	31.9	0	32.2	0	8.357	0	33.12	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	32.1	0	32.4	0	8.357	0	33.119	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	32.3	0	32.6	0	8.357	0	33.119	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	32.5	0	32.8	0	8.358	0	33.118	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	33	0	33	0	8.359	0	33.123	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	33.1	0	33.4	0	8.359	0	33.122	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	33.3	0	33.6	0	8.359	0	33.122	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	33.5	0	33.8	0	8.359	0	33.122	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	34	0	34	0	8.358	0	33.121	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	33.9	0	34.2	0	8.359	0	33.121	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	34.1	0	34.4	0	8.359	0	33.121	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	34.3	0	34.6	0	8.358	0	33.123	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	34.5	0	34.8	0	8.359	0	33.122	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	35	0	35	0	8.359	0	33.122	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	34.9	0	35.2	0	8.359	0	33.121	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	35.1	0	35.4	0	8.359	0	33.122	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	35.3	0	35.6	0	8.359	0	33.123	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	35.5	0	35.8	0	8.359	0	33.123	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	36	0	36	0	8.359	0	33.123	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	35.9	0	36.2	0	8.359	0	33.123	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	36.1	0	36.4	0	8.36	0	33.124	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	36.3	0	36.6	0	8.36	0	33.126	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	36.5	0	36.8	0	8.36	0	33.127	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	37	0	37	0	8.363	0	33.129	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	36.9	0	37.2	0	8.364	0	33.137	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	37.1	0	37.4	0	8.367	0	33.144	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	37.3	0	37.6	0	8.359	0	33.128	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	37.5	0	37.8	0	8.361	0	33.132	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	38	0	38	0	8.363	0	33.132	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	37.8	0	38.2	0	8.364	0	33.133	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	38.0	0	38.4	0	8.365	0	33.14	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	38.2	0	38.6	0	8.366	0	33.144	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	38.4	0	38.8	0	8.366	0	33.144	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	39	0	39	0	8.37	0	33.147	0		1
26GT	5158	*	2001	2	15	9	1	12.7500	55.8667	50	0		1	38.8	0	39.2	0	8.371	0	33.154	0		1
