Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	33.8	0		1	5.405	0	25.094	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	34	0		1	5.395	0	25.101	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	34.2	0		1	5.395	0	25.089	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	34.4	0		1	5.405	0	25.093	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	34.6	0		1	5.395	0	25.113	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	34.8	0		1	5.395	0	25.089	0	7.1	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	35	0		1	5.395	0	25.113	0	7.4	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	35.2	0		1	5.405	0	25.093	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	35.4	0		1	5.405	0	25.093	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	35.6	0		1	5.395	0	25.1	0	7.4	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	35.8	0		1	5.405	0	25.093	0	7.4	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	36.2	0		1	5.405	0	25.093	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	36.4	0		1	5.405	0	25.093	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	36.6	0		1	5.395	0	25.1	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	36.8	0		1	5.405	0	25.105	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	37	0		1	5.395	0	25.112	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	37.2	0		1	5.405	0	25.104	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	37.4	0		1	5.405	0	25.117	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	37.6	0		1	5.415	0	25.109	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	37.8	0		1	5.415	0	25.109	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	38	0		1	5.415	0	25.121	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	38.2	0		1	5.415	0	25.109	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	38.4	0		1	5.415	0	25.109	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	38.6	0		1	5.415	0	25.121	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	38.8	0		1	5.425	0	25.125	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	39	0		1	5.425	0	25.137	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	39.2	0		1	5.435	0	25.142	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	39.4	0		1	5.435	0	25.166	0	7.4	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	39.6	0		1	5.435	0	25.166	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	39.8	0		1	5.445	0	25.183	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	40	0		1	5.455	0	25.188	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	40.2	0		1	5.465	0	25.192	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	40.4	0		1	5.475	0	25.221	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	40.6	0		1	5.475	0	25.185	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	40.8	0		1	5.475	0	25.184	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	41	0		1	5.475	0	25.197	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	41.2	0		1	5.475	0	25.184	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	41.4	0		1	5.475	0	25.184	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	41.6	0		1	5.485	0	25.25	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	41.8	0		1	5.495	0	25.266	0	7.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	42	0		1	5.505	0	25.271	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	42.2	0		1	5.565	0	25.554	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	42.4	0		1	5.625	0	25.848	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	42.6	0		1	5.685	0	25.875	0	7.2	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	42.8	0		1	5.775	0	25.975	0	7.1	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	43	0		1	5.815	0	26.077	0	7.1	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	43.2	0		1	5.854	0	26.083	0	7.1	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	43.4	0		1	5.884	0	26.144	0	7	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	43.6	0		1	5.894	0	26.136	0	7	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	43.8	0		1	5.924	0	26.173	0	7	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	44	0		1	5.934	0	26.214	0	7	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	44.2	0		1	5.944	0	26.206	0	6.9	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	44.4	0		1	5.954	0	26.283	0	6.9	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	44.6	0		1	5.994	0	26.336	0	6.9	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	44.8	0		1	6.064	0	26.583	0	6.9	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	45	0		1	6.104	0	26.949	0	6.9	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	45.2	0		1	6.313	0	27.335	0	7	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	45.4	0		1	6.722	0	28.677	0	6.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	45.6	0		1	6.892	0	30.052	0	6.7	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	45.8	0		1	7.291	0	30.94	0	6.6	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	46	0		1	7.521	0	31.374	0	6.6	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	46.2	0		1	7.57	0	31.044	0	6.4	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	46.6	0		1	8.069	0	31.969	0	6.0	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	46.8	0		1	8.149	0	31.732	0	5.7	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	47	0		1	8.299	0	32.144	0	5.7	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	47.2	0		1	8.418	0	32.337	0	5.4	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	47.4	0		1	8.518	0	32.547	0	5.4	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	47.6	0		1	8.548	0	32.519	0	5.4	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	47.8	0		1	8.578	0	32.723	0	5.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	48	0		1	8.648	0	32.786	0	5.3	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	48.2	0		1	8.738	0	32.76	0	5.0	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	48.4	0		1	8.658	0	32.498	0	5.0	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	48.6	0		1	8.827	0	32.549	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	48.8	0		1	8.877	0	32.641	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	49	0		1	8.927	0	32.641	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	49.2	0		1	8.957	0	32.602	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	49.4	0		1	8.967	0	32.616	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	49.6	0		1	8.977	0	32.56	0	5	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	49.8	0		1	8.987	0	32.551	0	5	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	50	0		1	9.027	0	32.514	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	50.2	0		1	9.037	0	32.482	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	50.4	0		1	9.067	0	32.512	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	50.6	0		1	9.087	0	32.516	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	50.8	0		1	9.127	0	32.525	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	51	0		1	9.137	0	32.539	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	51.2	0		1	9.157	0	32.498	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	51.4	0		1	9.167	0	32.523	0	4.7	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	51.6	0		1	9.177	0	32.513	0	4.8	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	51.8	0		1	9.237	0	32.538	0	4.7	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	52	0		1	9.237	0	32.527	0	4.6	0
26cp	1087	*	2019	1	4	10	28	12.7500	55.8667	53	0	4.3	0	52.2	0		1	9.237	0	32.515	0	4.6	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	0.2	0		1	5.545	0	22.583	0	7.01	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	0.4	0		1	5.555	0	22.556	0	7.41	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	0.6	0		1	5.555	0	22.556	0		1
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	0.8	0		1	5.555	0	22.556	0		1
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	1	0		1	5.545	0	22.573	0	7.46	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	1.2	0		1	5.565	0	22.56	0	7.4	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	1.4	0		1	5.574	0	22.553	0	7.24	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	1.6	0		1	5.584	0	22.536	0	7.18	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	1.8	0		1	5.604	0	22.533	0	7.12	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	2	0		1	5.584	0	22.546	0	7.12	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	2.2	0		1	5.574	0	22.563	0	7.12	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	2.4	0		1	5.584	0	22.566	0	7.06	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	2.6	0		1	5.604	0	22.584	0	7.06	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	2.8	0		1	5.614	0	22.587	0	7.06	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	3	0		1	5.634	0	22.584	0	7.06	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	3.2	0		1	5.654	0	22.581	0	7.06	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	3.4	0		1	5.664	0	22.585	0	7.01	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	3.6	0		1	5.683	0	22.581	0	7.01	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	3.8	0		1	5.683	0	22.581	0	7.01	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	4	0		1	5.683	0	22.591	0	7.01	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	4.2	0		1	5.673	0	22.588	0	7.01	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	4.4	0		1	5.693	0	22.605	0	7.01	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	4.6	0		1	5.703	0	22.598	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	4.8	0		1	5.723	0	22.595	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	5	0		1	5.723	0	22.605	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	5.2	0		1	5.723	0	22.615	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	5.4	0		1	5.723	0	22.615	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	5.6	0		1	5.713	0	22.632	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	5.8	0		1	5.713	0	22.642	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	6	0		1	5.713	0	22.642	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	6.2	0		1	5.703	0	22.638	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	6.4	0		1	5.713	0	22.642	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	6.6	0		1	5.723	0	22.635	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	6.8	0		1	5.713	0	22.652	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	7	0		1	5.723	0	22.635	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	7.2	0		1	5.733	0	22.628	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	7.4	0		1	5.733	0	22.628	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	7.6	0		1	5.743	0	22.622	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	7.8	0		1	5.733	0	22.638	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	8	0		1	5.733	0	22.638	0	6.95	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	8.2	0		1	5.723	0	22.655	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	8.4	0		1	5.723	0	22.655	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	8.6	0		1	5.713	0	22.672	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	8.8	0		1	5.723	0	22.655	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	9	0		1	5.723	0	22.665	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	9.2	0		1	5.723	0	22.665	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	9.4	0		1	5.723	0	22.665	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	9.6	0		1	5.723	0	22.665	0	6.89	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	9.8	0		1	5.723	0	22.665	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	10	0		1	5.723	0	22.665	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	10.2	0		1	5.723	0	22.664	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	10.4	0		1	5.723	0	22.675	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	10.6	0		1	5.723	0	22.674	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	10.8	0		1	5.723	0	22.674	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	11	0		1	5.723	0	22.674	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	11.2	0		1	5.733	0	22.668	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	11.4	0		1	5.733	0	22.678	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	11.6	0		1	5.743	0	22.661	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	11.8	0		1	5.743	0	22.671	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	12	0		1	5.753	0	22.674	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	12.2	0		1	5.743	0	22.691	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	12.4	0		1	5.733	0	22.698	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	12.6	0		1	5.733	0	22.698	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	12.8	0		1	5.733	0	22.698	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	13	0		1	5.733	0	22.708	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	13.2	0		1	5.733	0	22.708	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	13.4	0		1	5.733	0	22.707	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	13.6	0		1	5.733	0	22.718	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	13.8	0		1	5.733	0	22.728	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	14	0		1	5.743	0	22.721	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	14.2	0		1	5.743	0	22.721	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	14.4	0		1	5.753	0	22.714	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	14.6	0		1	5.763	0	22.718	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	14.8	0		1	5.763	0	22.728	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	15	0		1	5.763	0	22.728	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	15.2	0		1	5.763	0	22.738	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	15.4	0		1	5.763	0	22.738	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	15.6	0		1	5.753	0	22.754	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	15.8	0		1	5.753	0	22.764	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	16	0		1	5.753	0	22.775	0	6.83	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	16.2	0		1	5.753	0	22.774	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	16.4	0		1	5.753	0	22.774	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	16.6	0		1	5.763	0	22.768	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	16.8	0		1	5.772	0	22.771	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	17	0		1	5.782	0	22.764	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	17.2	0		1	5.772	0	22.771	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	17.4	0		1	5.763	0	22.778	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	17.6	0		1	5.763	0	22.777	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	17.8	0		1	5.753	0	22.794	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	18	0		1	5.763	0	22.777	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	18.2	0		1	5.772	0	22.781	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	18.4	0		1	5.772	0	22.781	0	6.78	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	18.6	0		1	5.772	0	22.781	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	18.8	0		1	5.763	0	22.787	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	19	0		1	5.763	0	22.787	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	19.2	0		1	5.772	0	22.791	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	19.4	0		1	5.782	0	22.784	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	19.6	0		1	5.782	0	22.784	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	19.8	0		1	5.772	0	22.8	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	20	0		1	5.763	0	22.807	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	20.2	0		1	5.763	0	22.807	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	20.4	0		1	5.772	0	22.8	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	20.6	0		1	5.772	0	22.81	0	6.66	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	20.8	0		1	5.782	0	22.804	0	6.66	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	21	0		1	5.772	0	22.81	0	6.66	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	21.2	0		1	5.763	0	22.847	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	21.4	0		1	5.792	0	22.888	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	21.6	0		1	5.822	0	22.949	0	6.7	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	21.8	0		1	5.852	0	22.99	0	6.66	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	22	0		1	5.862	0	23.034	0	6.66	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	22.2	0		1	5.852	0	23.061	0	6.66	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	22.4	0		1	5.862	0	23.084	0	6.60	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	22.6	0		1	5.852	0	23.111	0	6.60	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	22.8	0		1	5.881	0	23.111	0	6.60	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	23	0		1	5.901	0	23.169	0	6.60	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	23.2	0		1	5.911	0	23.192	0	6.60	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	23.4	0		1	5.911	0	23.222	0	6.55	0
26cp	1088	*	2019	1	17	12	39	12.7500	55.8667	50	0	5.0	0	23.6	0		1	5.901	0	23.239	0	6.55	0
