Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	93.1	0	94.0	0	1.895	0	6.596	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	94.1	0	95.0	0	1.867	0	6.609	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	95.1	0	96.0	0	1.858	0	6.611	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	96.1	0	97.0	0	1.850	0	6.611	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	97.1	0	98.0	0	1.845	0	6.614	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	98.0	0	99.0	0	1.850	0	6.619	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	99.0	0	100.0	0	1.865	0	6.624	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	100.0	0	101.0	0	1.889	0	6.628	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	101.0	0	102.0	0	1.948	0	6.631	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	102.0	0	103.0	0	2.110	0	6.634	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	103.0	0	104.0	0	2.399	0	6.636	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	104.0	0	105.0	0	2.450	0	6.639	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	105.0	0	106.0	0	2.516	0	6.640	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	106.0	0	107.0	0	2.536	0	6.640	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	107.0	0	108.0	0	2.552	0	6.641	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	107.9	0	109.0	0	2.561	0	6.642	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	108.9	0	110.0	0	2.551	0	6.644	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	109.9	0	111.0	0	2.577	0	6.645	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	110.9	0	112.0	0	2.617	0	6.647	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	111.9	0	113.0	0	2.665	0	6.650	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	112.9	0	114.0	0	2.735	0	6.653	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	113.9	0	115.0	0	2.714	0	6.655	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	114.9	0	116.0	0	2.681	0	6.657	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	115.9	0	117.0	0	2.664	0	6.659	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	116.9	0	118.0	0	2.610	0	6.661	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	117.8	0	119.0	0	2.565	0	6.667	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	118.8	0	120.0	0	2.531	0	6.670	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	119.8	0	121.0	0	2.509	0	6.672	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	120.8	0	122.0	0	2.498	0	6.673	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	121.8	0	123.0	0	2.483	0	6.675	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	122.8	0	124.0	0	2.454	0	6.679	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	123.8	0	125.0	0	2.451	0	6.681	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	124.8	0	126.0	0	2.452	0	6.683	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	125.8	0	127.0	0	2.457	0	6.683	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	126.8	0	128.0	0	2.466	0	6.685	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	127.7	0	129.0	0	2.469	0	6.685	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	128.7	0	130.0	0	2.470	0	6.685	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	129.7	0	131.0	0	2.483	0	6.686	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	130.7	0	132.0	0	2.494	0	6.688	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	131.7	0	133.0	0	2.496	0	6.690	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	132.7	0	134.0	0	2.496	0	6.691	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	133.7	0	135.0	0	2.475	0	6.693	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	134.7	0	136.0	0	2.443	0	6.696	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	135.7	0	137.0	0	2.429	0	6.697	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	136.7	0	138.0	0	2.418	0	6.700	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	137.6	0	139.0	0	2.422	0	6.702	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	138.6	0	140.0	0	2.388	0	6.704	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	139.6	0	141.0	0	2.379	0	6.704	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	140.6	0	142.0	0	2.368	0	6.704	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	141.6	0	143.0	0	2.377	0	6.707	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	142.6	0	144.0	0	2.393	0	6.708	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	143.6	0	145.0	0	2.398	0	6.708	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	144.6	0	146.0	0	2.439	0	6.711	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	145.6	0	147.0	0	2.501	0	6.714	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	146.6	0	148.0	0	2.592	0	6.717	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	147.5	0	149.0	0	2.708	0	6.717	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	148.5	0	150.0	0	2.574	0	6.722	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	149.5	0	151.0	0	2.655	0	6.723	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	150.5	0	152.0	0	2.674	0	6.726	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	151.5	0	153.0	0	2.889	0	6.731	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	152.5	0	154.0	0	3.132	0	6.734	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	153.5	0	155.0	0	3.120	0	6.735	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	154.5	0	156.0	0	3.040	0	6.735	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	155.5	0	157.0	0	2.945	0	6.738	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	156.4	0	158.0	0	2.794	0	6.740	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	157.4	0	159.0	0	2.726	0	6.741	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	158.4	0	160.0	0	2.694	0	6.741	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	159.4	0	161.0	0	2.659	0	6.743	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	160.4	0	162.0	0	2.615	0	6.746	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	161.4	0	163.0	0	2.606	0	6.751	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	162.4	0	164.0	0	2.620	0	6.753	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	163.4	0	165.0	0	2.640	0	6.755	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	164.4	0	166.0	0	2.652	0	6.757	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	165.4	0	167.0	0	2.670	0	6.760	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	166.3	0	168.0	0	2.682	0	6.765	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	167.3	0	169.0	0	2.690	0	6.770	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	168.3	0	170.0	0	2.684	0	6.772	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	169.3	0	171.0	0	2.679	0	6.776	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	170.3	0	172.0	0	2.684	0	6.778	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	171.3	0	173.0	0	2.728	0	6.784	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	172.3	0	174.0	0	2.787	0	6.788	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	173.3	0	175.0	0	2.796	0	6.790	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	174.3	0	176.0	0	2.732	0	6.792	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	175.3	0	177.0	0	2.739	0	6.794	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	176.2	0	178.0	0	2.779	0	6.796	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	177.2	0	179.0	0	2.778	0	6.797	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	178.2	0	180.0	0	2.779	0	6.798	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	179.2	0	181.0	0	2.792	0	6.800	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	180.2	0	182.0	0	2.819	0	6.801	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	181.2	0	183.0	0	2.844	0	6.804	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	182.2	0	184.0	0	2.852	0	6.806	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	183.2	0	185.0	0	2.864	0	6.808	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	184.2	0	186.0	0	2.880	0	6.809	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	185.2	0	187.0	0	2.926	0	6.813	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	186.1	0	188.0	0	2.947	0	6.814	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	187.1	0	189.0	0	2.947	0	6.816	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	188.1	0	190.0	0	2.948	0	6.816	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	189.1	0	191.0	0	2.948	0	6.816	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	190.1	0	192.0	0	2.945	0	6.816	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	191.1	0	193.0	0	2.943	0	6.816	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	192.1	0	194.0	0	2.944	0	6.817	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	193.1	0	195.0	0	2.956	0	6.818	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	194.1	0	196.0	0	2.952	0	6.818	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	195.0	0	197.0	0	2.937	0	6.819	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	196.0	0	198.0	0	2.929	0	6.820	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	197.0	0	199.0	0	2.916	0	6.820	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	198.0	0	200.0	0	2.911	0	6.820	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	199.0	0	201.0	0	2.910	0	6.820	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	200.0	0	202.0	0	2.911	0	6.820	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	201.0	0	203.0	0	2.912	0	6.821	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	202.0	0	204.0	0	2.903	0	6.823	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	203.0	0	205.0	0	2.900	0	6.826	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	204.0	0	206.0	0	2.904	0	6.828	0		1
06GA	3401	*	1996	7	17	2	6	19.0833	60.1667	225	0	204.9	0	207.0	0	2.895	0	6.832	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	2.0	0	2.0	0	10.680	0	5.304	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	3.0	0	3.0	0	10.680	0	5.304	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	4.0	0	4.0	0	10.678	0	5.303	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	5.0	0	5.0	0	10.678	0	5.304	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	5.9	0	6.0	0	10.678	0	5.303	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	6.9	0	7.0	0	10.681	0	5.304	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	7.9	0	8.0	0	10.680	0	5.304	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	8.9	0	9.0	0	10.676	0	5.304	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	9.9	0	10.0	0	10.675	0	5.304	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	10.9	0	11.0	0	10.678	0	5.304	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	11.9	0	12.0	0	10.669	0	5.304	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	12.9	0	13.0	0	10.628	0	5.304	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	13.9	0	14.0	0	10.527	0	5.307	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	14.9	0	15.0	0	9.330	0	5.389	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	15.8	0	16.0	0	7.916	0	5.536	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	16.8	0	17.0	0	6.867	0	5.592	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	17.8	0	18.0	0	6.002	0	5.645	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	18.8	0	19.0	0	5.500	0	5.701	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	19.8	0	20.0	0	4.871	0	5.832	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	20.8	0	21.0	0	4.748	0	5.895	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	21.8	0	22.0	0	4.193	0	5.935	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	22.8	0	23.0	0	4.009	0	5.949	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	23.8	0	24.0	0	3.913	0	5.967	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	24.8	0	25.0	0	3.857	0	5.976	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	25.8	0	26.0	0	3.715	0	6.002	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	26.7	0	27.0	0	3.615	0	6.033	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	27.7	0	28.0	0	3.447	0	6.071	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	28.7	0	29.0	0	3.218	0	6.143	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	29.7	0	30.0	0	2.998	0	6.203	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	30.7	0	31.0	0	2.920	0	6.220	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	31.7	0	32.0	0	2.847	0	6.222	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	32.7	0	33.0	0	2.754	0	6.233	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	33.7	0	34.0	0	2.533	0	6.257	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	34.7	0	35.0	0	2.454	0	6.266	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	35.7	0	36.0	0	2.321	0	6.281	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	36.6	0	37.0	0	2.112	0	6.300	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	37.6	0	38.0	0	2.003	0	6.311	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	38.6	0	39.0	0	2.002	0	6.317	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	39.6	0	40.0	0	2.004	0	6.320	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	40.6	0	41.0	0	2.021	0	6.322	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	41.6	0	42.0	0	2.056	0	6.325	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	42.6	0	43.0	0	2.141	0	6.329	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	43.6	0	44.0	0	2.218	0	6.331	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	44.6	0	45.0	0	2.258	0	6.333	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	45.6	0	46.0	0	2.370	0	6.341	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	46.6	0	47.0	0	2.455	0	6.345	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	47.5	0	48.0	0	2.481	0	6.346	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	48.5	0	49.0	0	2.454	0	6.346	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	49.5	0	50.0	0	2.406	0	6.348	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	50.5	0	51.0	0	2.426	0	6.351	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	51.5	0	52.0	0	2.499	0	6.357	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	52.5	0	53.0	0	2.524	0	6.365	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	53.5	0	54.0	0	2.533	0	6.377	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	54.5	0	55.0	0	2.519	0	6.383	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	55.5	0	56.0	0	2.504	0	6.389	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	56.5	0	57.0	0	2.512	0	6.390	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	57.4	0	58.0	0	2.528	0	6.395	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	58.4	0	59.0	0	2.518	0	6.397	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	59.4	0	60.0	0	2.512	0	6.400	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	60.4	0	61.0	0	2.516	0	6.405	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	61.4	0	62.0	0	2.512	0	6.409	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	62.4	0	63.0	0	2.460	0	6.413	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	63.4	0	64.0	0	2.427	0	6.416	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	64.4	0	65.0	0	2.392	0	6.421	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	65.4	0	66.0	0	2.379	0	6.426	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	66.4	0	67.0	0	2.359	0	6.428	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	67.3	0	68.0	0	2.337	0	6.432	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	68.3	0	69.0	0	2.308	0	6.439	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	69.3	0	70.0	0	2.305	0	6.440	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	70.3	0	71.0	0	2.280	0	6.444	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	71.3	0	72.0	0	2.225	0	6.449	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	72.3	0	73.0	0	2.215	0	6.450	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	73.3	0	74.0	0	2.214	0	6.451	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	74.3	0	75.0	0	2.213	0	6.452	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	75.3	0	76.0	0	2.212	0	6.453	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	76.3	0	77.0	0	2.200	0	6.455	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	77.2	0	78.0	0	2.158	0	6.458	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	78.2	0	79.0	0	2.081	0	6.463	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	79.2	0	80.0	0	2.057	0	6.466	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	80.2	0	81.0	0	2.044	0	6.468	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	81.2	0	82.0	0	2.025	0	6.475	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	82.2	0	83.0	0	2.028	0	6.480	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	83.2	0	84.0	0	2.029	0	6.483	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	84.2	0	85.0	0	2.021	0	6.488	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	85.2	0	86.0	0	2.013	0	6.498	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	86.2	0	87.0	0	2.007	0	6.504	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	87.2	0	88.0	0	2.001	0	6.505	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	88.1	0	89.0	0	1.990	0	6.508	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	89.1	0	90.0	0	1.954	0	6.517	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	90.1	0	91.0	0	1.947	0	6.527	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	91.1	0	92.0	0	1.957	0	6.538	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	92.1	0	93.0	0	1.940	0	6.552	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	93.1	0	94.0	0	1.903	0	6.570	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	94.1	0	95.0	0	1.889	0	6.588	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	95.1	0	96.0	0	1.888	0	6.600	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	96.1	0	97.0	0	1.861	0	6.609	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	97.1	0	98.0	0	1.849	0	6.611	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	98.0	0	99.0	0	1.844	0	6.613	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	99.0	0	100.0	0	1.846	0	6.618	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	100.0	0	101.0	0	1.855	0	6.623	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	101.0	0	102.0	0	1.870	0	6.625	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	102.0	0	103.0	0	1.913	0	6.628	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	103.0	0	104.0	0	2.000	0	6.632	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	104.0	0	105.0	0	2.429	0	6.633	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	105.0	0	106.0	0	2.400	0	6.637	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	106.0	0	107.0	0	2.431	0	6.638	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	107.0	0	108.0	0	2.458	0	6.639	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	107.9	0	109.0	0	2.486	0	6.639	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	108.9	0	110.0	0	2.494	0	6.639	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	109.9	0	111.0	0	2.513	0	6.640	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	110.9	0	112.0	0	2.572	0	6.643	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	111.9	0	113.0	0	2.608	0	6.645	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	112.9	0	114.0	0	2.675	0	6.650	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	113.9	0	115.0	0	2.710	0	6.653	0		1
06GA	3402	*	1996	7	17	2	52	19.0833	60.1667	225	0	114.9	0	116.0	0	2.676	0	6.655	0		1
