Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Secchi Depth [m]:METAVAR:FLOAT	QV:ODV:Secchi Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]	Practical Salinity [dmnless]	QV:ODV:Practical Salinity [dmnless]	Dissolved Oxygen [ml/l]	QV:ODV:Dissolved Oxygen [ml/l]	Phosphate Phosphorus (PO4-P) [umol/l]	QV:ODV:Phosphate Phosphorus (PO4-P) [umol/l]	Total Phosphorus (P) [umol/l]	QV:ODV:Total Phosphorus (P) [umol/l]	Silicate Silicon (SiO4-Si) [umol/l]	QV:ODV:Silicate Silicon (SiO4-Si) [umol/l]	Nitrate Nitrogen (NO3-N) [umol/l]	QV:ODV:Nitrate Nitrogen (NO3-N) [umol/l]	Nitrite Nitrogen (NO2-N) [umol/l]	QV:ODV:Nitrite Nitrogen (NO2-N) [umol/l]	Ammonium Nitrogen (NH4-N) [umol/l]	QV:ODV:Ammonium Nitrogen (NH4-N) [umol/l]	Total Nitrogen (N) [umol/l]	QV:ODV:Total Nitrogen (N) [umol/l]	Hydrogen Ion Concentration (pH) [pH]	QV:ODV:Hydrogen Ion Concentration (pH) [pH]	Alkalinity [mEq/l]	QV:ODV:Alkalinity [mEq/l]	Chlorophyll a [ug/l]	QV:ODV:Chlorophyll a [ug/l]
ES99	0032	*	1996	7	17	6	40	23.1167	59.7333		1		1	1	0	1	0	6.91	0	6.36	0		1		1		1		1		1		1		1		1		1		1		1
ES99	0032	*	1996	7	17	6	40	23.1167	59.7333		1		1	5	0	5	0	6.92	0	6.36	0		1		1		1		1		1		1		1		1		1		1		1
ES99	0032	*	1996	7	17	6	40	23.1167	59.7333		1		1	10	0	10	0	6.92	0	6.36	0		1		1		1		1		1		1		1		1		1		1		1
ES99	0032	*	1996	7	17	6	40	23.1167	59.7333		1		1	15	0	15	0	6.93	0	6.36	0		1		1		1		1		1		1		1		1		1		1		1
ES99	0032	*	1996	7	17	6	40	23.1167	59.7333		1		1	20	0	20	0	6.93	0	6.36	0		1		1		1		1		1		1		1		1		1		1		1
ES99	0032	*	1996	7	17	6	40	23.1167	59.7333		1		1	25	0	25	0	6.94	0	6.36	0		1		1		1		1		1		1		1		1		1		1		1
ES99	0032	*	1996	7	17	6	40	23.1167	59.7333		1		1	30	0	30	0	6.94	0	6.36	0		1		1		1		1		1		1		1		1		1		1		1
ES99	0032	*	1996	7	17	6	40	23.1167	59.7333		1		1	33	0	33	0	7.06	0	6.39	0		1		1		1		1		1		1		1		1		1		1		1
ES99	0033	*	1996	7	18	7	14	22.8250	59.6833		1		1	1	0	1	0	6.51	0	6.31	0		1		1		1		1		1		1		1		1		1		1		1
ES99	0033	*	1996	7	18	7	14	22.8250	59.6833		1		1	5	0	5	0	6.55	0	6.30	0		1		1		1		1		1		1		1		1		1		1		1
ES99	0033	*	1996	7	18	7	14	22.8250	59.6833		1		1	9.4	0	9.5	0	6.55	0	6.30	0		1		1		1		1		1		1		1		1		1		1		1
3499	0286	*	1899	5	2	6		22.37	60.02	10	0		1	0	0		1	1.62	0	5.91	0		1		1		1		1		1		1		1		1		1		1		1
3499	0286	*	1899	5	2	6		22.37	60.02	10	0		1	8	0		1	1.62	0	5.91	0		1		1		1		1		1		1		1		1		1		1		1
3499	0287	*	1899	5	2	18		22.37	60.02	10	0		1	0	0		1	1.30	0	5.91	0		1		1		1		1		1		1		1		1		1		1		1
3499	0287	*	1899	5	2	18		22.37	60.02	10	0		1	8	0		1	1.42	0	5.91	0		1		1		1		1		1		1		1		1		1		1		1
3499	0369	*	1899	10	18	14		22.97	59.92	105	0		1	0	0		1	9.77	0	6.58	0		1		1		1		1		1		1		1		1		1		1		1
3499	0369	*	1899	10	18	14		22.97	59.92	105	0		1	10	0		1	9.78	0	6.60	0		1		1		1		1		1		1		1		1		1		1		1
3499	0369	*	1899	10	18	14		22.97	59.92	105	0		1	20	0		1	9.81	0	6.62	0		1		1		1		1		1		1		1		1		1		1		1
3499	0369	*	1899	10	18	14		22.97	59.92	105	0		1	30	0		1	10.12	0	6.74	0		1		1		1		1		1		1		1		1		1		1		1
3499	0369	*	1899	10	18	14		22.97	59.92	105	0		1	40	0		1	10.20	0	6.80	0		1		1		1		1		1		1		1		1		1		1		1
3499	0369	*	1899	10	18	14		22.97	59.92	105	0		1	50	0		1	10.27	0	6.80	0		1		1		1		1		1		1		1		1		1		1		1
3499	0369	*	1899	10	18	14		22.97	59.92	105	0		1	60	0		1	9.79	0		1		1		1		1		1		1		1		1		1		1		1		1
3499	0369	*	1899	10	18	14		22.97	59.92	105	0		1	70	0		1	5.75	0	7.29	0		1		1		1		1		1		1		1		1		1		1		1
3499	0369	*	1899	10	18	14		22.97	59.92	105	0		1	80	0		1	3.82	0	7.47	0		1		1		1		1		1		1		1		1		1		1		1
3499	0369	*	1899	10	18	14		22.97	59.92	105	0		1	90	0		1	3.45	0	7.56	0		1		1		1		1		1		1		1		1		1		1		1
3499	0369	*	1899	10	18	14		22.97	59.92	105	0		1	102	0		1	3.60	0	8.71	0		1		1		1		1		1		1		1		1		1		1		1
34FA	0166	*	1901	9	14			21.45	59.92	89	0		1	0	0		1	15.6	0	6.04	0		1		1		1		1		1		1		1		1		1		1		1
34FA	0166	*	1901	9	14			21.45	59.92	89	0		1	10	0		1	15.55	0	6.08	0		1		1		1		1		1		1		1		1		1		1		1
34FA	0166	*	1901	9	14			21.45	59.92	89	0		1	20	0		1	15.5	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34FA	0166	*	1901	9	14			21.45	59.92	89	0		1	30	0		1	9.95	0	6.19	0		1		1		1		1		1		1		1		1		1		1		1
34FA	0166	*	1901	9	14			21.45	59.92	89	0		1	40	0		1	8.8	0	6.22	0		1		1		1		1		1		1		1		1		1		1		1
34FA	0166	*	1901	9	14			21.45	59.92	89	0		1	50	0		1	8.2	0	6.31	0		1		1		1		1		1		1		1		1		1		1		1
34FA	0166	*	1901	9	14			21.45	59.92	89	0		1	75	0		1	8.15	0	6.46	0		1		1		1		1		1		1		1		1		1		1		1
34FA	0166	*	1901	9	14			21.45	59.92	89	0		1	87	0		1	8.2	0	6.49	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0054	*	1903	8	5	10		22.98	59.78	36	0		1	0	0		1	15.32	0	5.61	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0054	*	1903	8	5	10		22.98	59.78	36	0		1	5	0		1	14.98	0	5.63	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0054	*	1903	8	5	10		22.98	59.78	36	0		1	8	0		1	12.10	0	5.64	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0054	*	1903	8	5	10		22.98	59.78	36	0		1	10	0		1	7.77	0	5.95	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0054	*	1903	8	5	10		22.98	59.78	36	0		1	15	0		1	6.24	0	6.13	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0054	*	1903	8	5	10		22.98	59.78	36	0		1	20	0		1	5.26	0	6.29	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0054	*	1903	8	5	10		22.98	59.78	36	0		1	25	0		1	5.18	0	6.35	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0054	*	1903	8	5	10		22.98	59.78	36	0		1	30	0		1	4.51	0	6.44	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0054	*	1903	8	5	10		22.98	59.78	36	0		1	34	0		1	4.20	0	6.51	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0060	*	1903	8	18	10		21.68	60.13	66	0		1	0	0		1	13.90	0	5.95	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0060	*	1903	8	18	10		21.68	60.13	66	0		1	5	0		1	13.84	0		1		1		1		1		1		1		1		1		1		1		1		1
34NA	0060	*	1903	8	18	10		21.68	60.13	66	0		1	10	0		1	13.69	0		1		1		1		1		1		1		1		1		1		1		1		1
34NA	0060	*	1903	8	18	10		21.68	60.13	66	0		1	15	0		1	13.45	0		1		1		1		1		1		1		1		1		1		1		1		1
34NA	0060	*	1903	8	18	10		21.68	60.13	66	0		1	20	0		1	13.33	0	5.97	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0060	*	1903	8	18	10		21.68	60.13	66	0		1	25	0		1	12.12	0	6.06	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0060	*	1903	8	18	10		21.68	60.13	66	0		1	30	0		1	8.23	0	6.20	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0060	*	1903	8	18	10		21.68	60.13	66	0		1	40	0		1	7.16	0	6.26	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0060	*	1903	8	18	10		21.68	60.13	66	0		1	50	0		1	6.99	0	6.29	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0060	*	1903	8	18	10		21.68	60.13	66	0		1	63	0		1	6.76	0	6.29	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0132	*	1903	11	7	11		21.68	60.13	62	0		1	0	0		1	7.05	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0132	*	1903	11	7	11		21.68	60.13	62	0		1	10	0		1	7.10	0	6.04	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0132	*	1903	11	7	11		21.68	60.13	62	0		1	15	0		1	7.33	0	6.11	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0132	*	1903	11	7	11		21.68	60.13	62	0		1	20	0		1	7.30	0	6.11	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0132	*	1903	11	7	11		21.68	60.13	62	0		1	30	0		1	7.43	0	6.17	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0132	*	1903	11	7	11		21.68	60.13	62	0		1	40	0		1	7.56	0	6.17	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0132	*	1903	11	7	11		21.68	60.13	62	0		1	50	0		1	7.56	0	6.19	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0132	*	1903	11	7	11		21.68	60.13	62	0		1	60	0		1	7.68	0	6.20	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0124	*	1903	11	7	17		22.98	59.78	34	0		1	0	0		1	7.61	0	6.04	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0124	*	1903	11	7	17		22.98	59.78	34	0		1	10	0		1	7.67	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0124	*	1903	11	7	17		22.98	59.78	34	0		1	20	0		1	8.51	0	6.29	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0124	*	1903	11	7	17		22.98	59.78	34	0		1	32	0		1	8.09	0	6.58	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0198	*	1904	5	15	16		22.98	59.78	35	0		1	0	0		1	3.40	0	5.64	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0198	*	1904	5	15	16		22.98	59.78	35	0		1	10	0		1	3.37	0	5.64	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0198	*	1904	5	15	16		22.98	59.78	35	0		1	20	0		1	3.42	0	5.64	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0198	*	1904	5	15	16		22.98	59.78	35	0		1	30	0		1	3.37	0	5.64	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0198	*	1904	5	15	16		22.98	59.78	35	0		1	34	0		1	3.37	0	5.64	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0206	*	1904	5	16	9		22.20	60.05	48	0		1	0	0		1	2.80	0	5.93	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0206	*	1904	5	16	9		22.20	60.05	48	0		1	5	0		1	2.60	0	5.95	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0206	*	1904	5	16	9		22.20	60.05	48	0		1	10	0		1	2.44	0	5.97	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0206	*	1904	5	16	9		22.20	60.05	48	0		1	20	0		1	2.43	0	5.97	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0206	*	1904	5	16	9		22.20	60.05	48	0		1	30	0		1	2.41	0	5.99	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0206	*	1904	5	16	9		22.20	60.05	48	0		1	40	0		1	2.26	0	6.00	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0206	*	1904	5	16	9		22.20	60.05	48	0		1	47	0		1	2.12	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0207	*	1904	5	16	12		21.68	60.13	63	0		1	0	0		1	3.22	0	5.99	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0207	*	1904	5	16	12		21.68	60.13	63	0		1	10	0		1	3.08	0	5.97	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0207	*	1904	5	16	12		21.68	60.13	63	0		1	20	0		1	2.94	0	5.97	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0207	*	1904	5	16	12		21.68	60.13	63	0		1	30	0		1	2.93	0	6.00	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0207	*	1904	5	16	12		21.68	60.13	63	0		1	40	0		1	2.72	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0207	*	1904	5	16	12		21.68	60.13	63	0		1	50	0		1	2.18	0	6.04	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0207	*	1904	5	16	12		21.68	60.13	63	0		1	62	0		1	1.75	0	6.09	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0208	*	1904	5	23	7		21.68	60.13	66	0		1	0	0		1	4.17	0	5.82	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0208	*	1904	5	23	7		21.68	60.13	66	0		1	66	0		1	3.67	0	5.99	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0070	*	1904	8	20	14		21.68	60.13	63	0		1	0	0		1	12.41	0	5.86	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0070	*	1904	8	20	14		21.68	60.13	63	0		1	10	0		1	12.03	0	5.86	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0070	*	1904	8	20	14		21.68	60.13	63	0		1	20	0		1	11.31	0	5.91	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0070	*	1904	8	20	14		21.68	60.13	63	0		1	30	0		1	9.77	0	5.99	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0070	*	1904	8	20	14		21.68	60.13	63	0		1	40	0		1	7.92	0	6.09	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0070	*	1904	8	20	14		21.68	60.13	63	0		1	53	0		1	7.46	0	6.13	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0070	*	1904	8	20	14		21.68	60.13	63	0		1	62	0		1	7.36	0	6.15	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0062	*	1904	8	21	16		22.98	59.78	36	0		1	0	0		1	10.87	0	5.97	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0062	*	1904	8	21	16		22.98	59.78	36	0		1	5	0		1	10.78	0	5.97	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0062	*	1904	8	21	16		22.98	59.78	36	0		1	10	0		1	8.98	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0062	*	1904	8	21	16		22.98	59.78	36	0		1	15	0		1	8.31	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0062	*	1904	8	21	16		22.98	59.78	36	0		1	20	0		1	7.15	0	6.13	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0062	*	1904	8	21	16		22.98	59.78	36	0		1	30	0		1	6.21	0	6.19	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0062	*	1904	8	21	16		22.98	59.78	36	0		1	35	0		1	5.77	0	6.20	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0063	*	1904	9	9	2		22.98	59.78	32	0		1	0	0		1	13.23	0	5.61	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0063	*	1904	9	9	2		22.98	59.78	32	0		1	10	0		1	13.16	0	5.61	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0063	*	1904	9	9	2		22.98	59.78	32	0		1	20	0		1	12.36	0	5.63	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0063	*	1904	9	9	2		22.98	59.78	32	0		1	31	0		1	11.74	0	5.68	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0071	*	1904	10	2	14		21.68	60.13	64	0		1	0	0		1	11.36	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0071	*	1904	10	2	14		21.68	60.13	64	0		1	10	0		1	11.34	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0071	*	1904	10	2	14		21.68	60.13	64	0		1	20	0		1	11.31	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0071	*	1904	10	2	14		21.68	60.13	64	0		1	30	0		1	11.26	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0071	*	1904	10	2	14		21.68	60.13	64	0		1	40	0		1	11.16	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0071	*	1904	10	2	14		21.68	60.13	64	0		1	50	0		1	10.66	0	6.04	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0071	*	1904	10	2	14		21.68	60.13	64	0		1	58	0		1	9.86	0	6.08	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0071	*	1904	10	2	14		21.68	60.13	64	0		1	63	0		1	9.66	0	6.09	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0130	*	1904	11	8	11		22.98	59.78	46	0		1	0	0		1	5.95	0	5.97	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0130	*	1904	11	8	11		22.98	59.78	46	0		1	10	0		1	5.96	0	5.97	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0130	*	1904	11	8	11		22.98	59.78	46	0		1	20	0		1	5.99	0	6.28	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0130	*	1904	11	8	11		22.98	59.78	46	0		1	30	0		1	5.51	0	6.51	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0130	*	1904	11	8	11		22.98	59.78	46	0		1	46	0		1	5.11	0	6.65	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0138	*	1904	12	2	9		21.68	60.13	65	0		1	0	0		1	3.15	0	6.06	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0138	*	1904	12	2	9		21.68	60.13	65	0		1	10	0		1	3.18	0	6.06	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0138	*	1904	12	2	9		21.68	60.13	65	0		1	20	0		1	3.25	0	6.06	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0138	*	1904	12	2	9		21.68	60.13	65	0		1	35	0		1	3.25	0	6.06	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0138	*	1904	12	2	9		21.68	60.13	65	0		1	50	0		1	3.10	0	6.06	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0138	*	1904	12	2	9		21.68	60.13	65	0		1	64	0		1	3.25	0	6.06	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0131	*	1904	12	3	13		22.98	59.78	36	0		1	0	0		1	1.67	0	6.17	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0131	*	1904	12	3	13		22.98	59.78	36	0		1	8	0		1	1.86	0	6.17	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0131	*	1904	12	3	13		22.98	59.78	36	0		1	15	0		1	2.31	0	6.22	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0131	*	1904	12	3	13		22.98	59.78	36	0		1	25	0		1	2.39	0	6.22	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0131	*	1904	12	3	13		22.98	59.78	36	0		1	35	0		1	2.46	0	6.22	0		1		1		1		1		1		1		1		1		1		1		1
34AL	0158	*	1905	1	22	8		22.97	59.78		1		1	0	0		1	-0.34	0	6.19	0		1		1		1		1		1		1		1		1		1		1		1
34AL	0158	*	1905	1	22	8		22.97	59.78		1		1	15	0		1	-0.33	0	6.22	0		1		1		1		1		1		1		1		1		1		1		1
34AL	0158	*	1905	1	22	8		22.97	59.78		1		1	33	0		1	-0.31	0	6.24	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0215	*	1905	5	23	3		22.98	59.78	38	0		1	0	0		1	4.43	0	5.19	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0215	*	1905	5	23	3		22.98	59.78	38	0		1	10	0		1	4.43	0	5.19	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0215	*	1905	5	23	3		22.98	59.78	38	0		1	20	0		1	1.51	0	5.59	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0215	*	1905	5	23	3		22.98	59.78	38	0		1	30	0		1	1.21	0	6.20	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0215	*	1905	5	23	3		22.98	59.78	38	0		1	37	0		1	1.19	0	6.35	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0220	*	1905	5	23	10		21.68	60.13	62	0		1	0	0		1	7.30	0	5.90	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0220	*	1905	5	23	10		21.68	60.13	62	0		1	5	0		1	6.99	0		1		1		1		1		1		1		1		1		1		1		1		1
34NA	0220	*	1905	5	23	10		21.68	60.13	62	0		1	10	0		1	6.41	0	6.02	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0220	*	1905	5	23	10		21.68	60.13	62	0		1	15	0		1	3.74	0	6.20	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0220	*	1905	5	23	10		21.68	60.13	62	0		1	20	0		1	3.01	0	6.20	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0220	*	1905	5	23	10		21.68	60.13	62	0		1	30	0		1	2.53	0	6.31	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0220	*	1905	5	23	10		21.68	60.13	62	0		1	40	0		1	2.31	0	6.31	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0220	*	1905	5	23	10		21.68	60.13	62	0		1	50	0		1	2.08	0	6.33	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0220	*	1905	5	23	10		21.68	60.13	62	0		1	60	0		1	1.92	0	6.35	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0079	*	1905	8	18	14		21.68	60.13	64	0		1	0	0		1	15.33	0	6.04	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0079	*	1905	8	18	14		21.68	60.13	64	0		1	10	0		1	14.75	0	6.04	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0079	*	1905	8	18	14		21.68	60.13	64	0		1	15	0		1	10.52	0	6.11	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0079	*	1905	8	18	14		21.68	60.13	64	0		1	20	0		1	7.98	0	6.15	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0079	*	1905	8	18	14		21.68	60.13	64	0		1	30	0		1	7.17	0	6.17	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0079	*	1905	8	18	14		21.68	60.13	64	0		1	40	0		1	6.65	0	6.17	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0079	*	1905	8	18	14		21.68	60.13	64	0		1	50	0		1	6.44	0	6.17	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0079	*	1905	8	18	14		21.68	60.13	64	0		1	60	0		1	6.20	0	6.20	0	6.95	0		1		1		1		1		1		1		1		1		1		1
34NA	0073	*	1905	8	19	11		22.98	59.78	35	0		1	0	0		1	10.45	0	5.43	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0073	*	1905	8	19	11		22.98	59.78	35	0		1	5	0		1	9.23	0	5.50	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0073	*	1905	8	19	11		22.98	59.78	35	0		1	10	0		1	7.58	0	5.61	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0073	*	1905	8	19	11		22.98	59.78	35	0		1	20	0		1	4.66	0	5.86	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0073	*	1905	8	19	11		22.98	59.78	35	0		1	30	0		1	2.07	0	6.62	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0073	*	1905	8	19	11		22.98	59.78	35	0		1	35	0		1	2.06	0	6.73	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0098	*	1905	10	29	12		21.68	60.13	64	0		1	0	0		1	7.19	0	5.97	0	7.75	0		1		1		1		1		1		1		1		1		1		1
34NA	0098	*	1905	10	29	12		21.68	60.13	64	0		1	10	0		1	7.23	0	5.97	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0098	*	1905	10	29	12		21.68	60.13	64	0		1	20	0		1	7.23	0	5.97	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0098	*	1905	10	29	12		21.68	60.13	64	0		1	30	0		1	7.26	0	5.99	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0098	*	1905	10	29	12		21.68	60.13	64	0		1	40	0		1	7.27	0	5.99	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0098	*	1905	10	29	12		21.68	60.13	64	0		1	50	0		1	7.27	0	5.99	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0098	*	1905	10	29	12		21.68	60.13	64	0		1	60	0		1	7.40	0	5.99	0	7.77	0		1		1		1		1		1		1		1		1		1		1
34NA	0150	*	1905	11	11	13		22.98	59.78	34	0		1	0	0		1	6.37	0	5.21	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0150	*	1905	11	11	13		22.98	59.78	34	0		1	10	0		1	6.41	0	5.25	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0150	*	1905	11	11	13		22.98	59.78	34	0		1	20	0		1	6.41	0	5.25	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0150	*	1905	11	11	13		22.98	59.78	34	0		1	33	0		1	6.41	0	5.32	0		1		1		1		1		1		1		1		1		1		1		1
34AL	0172	*	1906	2	20	21		22.98	59.78	38	0		1	0	0		1	0.10	0	6.51	0		1		1		1		1		1		1		1		1		1		1		1
34AL	0172	*	1906	2	20	21		22.98	59.78	38	0		1	10	0		1	0.33	0	6.53	0		1		1		1		1		1		1		1		1		1		1		1
34AL	0172	*	1906	2	20	21		22.98	59.78	38	0		1	20	0		1	0.72	0	6.58	0		1		1		1		1		1		1		1		1		1		1		1
34AL	0172	*	1906	2	20	21		22.98	59.78	38	0		1	37	0		1	1.01	0	6.58	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0216	*	1906	5	5	20		22.98	59.78	36	0		1	0	0		1	3.07	0	5.66	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0216	*	1906	5	5	20		22.98	59.78	36	0		1	10	0		1	3.00	0	5.66	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0216	*	1906	5	5	20		22.98	59.78	36	0		1	20	0		1	3.05	0	5.66	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0216	*	1906	5	5	20		22.98	59.78	36	0		1	30	0		1	2.81	0	5.72	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0216	*	1906	5	5	20		22.98	59.78	36	0		1	35	0		1	2.76	0	5.73	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0221	*	1906	5	16	16		21.68	60.13	61	0		1	0	0		1	6.31	0	6.24	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0221	*	1906	5	16	16		21.68	60.13	61	0		1	10	0		1	5.33	0	6.26	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0221	*	1906	5	16	16		21.68	60.13	61	0		1	20	0		1	4.83	0	6.26	0		1		1		1		1		1		1		1		1		1		1		1
34NA	0221	*	1906	5	16	16		21.68	60.13	61	0		1	30	0		1	3.44	0	6.31	0		1		1		1		1		1		1		1		1		1		1		1
